ticker,quarter_ts,quarter,roa,log_assets,leverage,liquidity,pb_ratio,log_btc_price,log_hashrate,score_max,score_mean,score_count,confidence_max,confidence_mean
ARLP,2025-07-01,2025q3,0.0327004295576068,21.79084865246647,0.013213374910301,32.48621808790647,1.5543636842521438,11.60540300025889,20.878149145429184,3.0,3.0,1,75.0,75.0
ARLP,2025-04-01,2025q2,0.0464615877071741,21.777384816726105,0.012919567052316,0.0191688569849371,1.539671577161683,11.581614703698753,20.630242529336,1.0,1.0,1,10.0,10.0
ARLP,2025-01-01,2025q1,0.0254873421101133,21.788919232944476,0.0127989637359249,0.0280125467877708,1.6024982453769725,11.37581934776722,20.58498849271612,3.0,1.5,2,100.0,97.5
ARLP,2024-10-01,2024q4,0.0056006557534476,21.793386054213272,0.1669557880873743,0.0469734851992468,1.6123573072404973,11.446106158150634,20.581368295184088,3.0,1.5,2,100.0,85.0
ARLP,2024-07-01,2024q3,0.0284551705987752,21.83254536114628,0.1624013537486152,0.0644517974403175,1.4270637113264797,11.095719198433985,20.339313709025863,3.0,1.5,2,100.0,87.5
