,ticker,quarter,net_income,total_assets,total_debt,cash,shareholder_equity,shares_outstanding,stock_price,roa,log_assets,leverage,liquidity,market_cap,pb_ratio,btc_price,log_btc_price,hashrate,log_hashrate
289,BITF,2018q4,-13066000.0,26233000.0,1718000.0,552000.0,15443000.0,56916000.0,1.05,-0.4980749437731102,17.08252871815849,0.06549003163953798,0.021042198757290437,59761800.0,3.869830991387684,3770.36,8.23492576659929,44676132.2352876,17.614949962511506
290,BITF,2018q3,-1150000.0,6558250.0,429500.0,138000.0,5163000.0,57075000.0,1.05,-0.17535165631075364,15.696234357038598,0.06549003163953798,0.021042198757290437,59928750.0,11.607350377687391,6628.66,8.799157951138728,54045018.5377396,17.80532793383802
293,FUFU,2025q3,11543000.0,500340000.0,191507000.0,32631999.0,218151000.0,169898332.0,3.63,0.023070312187712355,20.030798425291223,0.3827537274653236,0.06521964863892553,616730945.16,2.8270828240989037,109688.85,11.60540300025889,1167521713.2756777,20.878149145429184
294,FUFU,2025q2,47125000.0,467605000.0,40000000.0,40086000.0,197035000.0,168647741.0,3.39,0.1007795040686049,19.963134480404932,0.0855422846205665,0.08572620053250073,571715841.99,2.901595361179486,107110.33,11.581614703698753,911172262.800523,20.630242529335998
295,FUFU,2025q1,-16872000.0,383965000.0,40000000.0,21120000.0,151021000.0,168489000.0,5.09,-0.0439415050850989,19.766061960564635,0.10417616188975558,0.055005013477790944,857609010.0,5.678740108991465,87187.77,11.375819347767221,870857131.0489082,20.584988492716118
296,FUFU,2024q4,22332000.0,377678000.0,34950000.0,38201000.0,162462000.0,162902267.0,4.77,0.059129734853499545,19.74955253870004,0.09253914710414692,0.10114700882762565,777043813.5899999,4.782926552609225,93536.42,11.446106158150634,867710155.9849901,20.581368295184088
297,FUFU,2024q3,-5008000.0,282545000.0,102435000.0,38697000.0,117014000.0,162902000.0,4.51,-0.01772461023907696,19.45934838790054,0.36254401953671095,0.13695871454104655,734688020.0,6.278633496846531,65888.5,11.095719198433983,681164035.1378452,20.339313709025863
298,FUFU,2024q2,1331000.0,293201000.0,102435000.0,48348000.0,117770000.0,162902000.0,2.8299,0.0045395479551570425,19.496368938612154,0.34936783980955044,0.16489711835907792,460996369.79999995,3.914378617644561,60315.67,11.007347216285627,653044616.4527341,20.297156010255385
299,FUFU,2024q1,35308000.0,210033000.0,102435000.0,32005000.0,17334000.0,158035000.0,4.9431,0.168106916532164,19.16277521919324,0.4877090742883261,0.15238081634790723,781182808.5,45.06650562478366,70754.69,11.166974103061065,595046224.9834774,20.204149649540128
341,CAN,2025q3,-27779675.0,670002903.0,47658993.0,119207982.0,379902945.0,519183513.0,0.6904,-0.04146202184440386,20.32279260317572,0.07113251716761591,0.17792159028899013,358444297.37520003,0.9435154480710857,109688.85,11.60540300025889,1167521713.2756777,20.878149145429184
342,CAN,2025q2,-11058000.0,592175000.0,48191000.0,65904000.0,323603000.0,399657384.0,0.7036,-0.01867353400599485,20.19931275727292,0.08137965972896526,0.11129142567653143,281198935.3824,0.8689626962123341,107110.33,11.581614703698753,911172262.800523,20.630242529335998
343,CAN,2025q1,-86431000.0,565554000.0,231020000.0,96773000.0,244638000.0,321194600.0,2.07,-0.1528253712289189,20.15331633967768,0.40848442412218816,0.17111186553361837,664872822.0,2.71778228239276,87187.77,11.375819347767221,870857131.0489082,20.584988492716118
344,CAN,2024q4,-92902000.0,463011000.0,7279000.0,96488000.0,266254000.0,268208151.0,1.16,-0.2006475008153154,19.95326136986764,0.015721008788128144,0.20839245719864108,311121455.15999997,1.1685137318500378,93536.42,11.446106158150634,867710155.9849901,20.581368295184088
345,CAN,2024q3,-75578000.0,502136000.0,27006000.0,71782000.0,315806000.0,277536922.0,1.0,-0.15051300842799561,20.03438155729946,0.05378224226106075,0.1429533034875014,277536922.0,0.8788209280380993,65888.5,11.095719198433983,681164035.1378452,20.339313709025863
346,CAN,2024q2,-41880000.0,525543000.0,22513000.0,66788000.0,378200000.0,274519440.0,0.875,-0.07968900736952067,20.079942571765237,0.042837598445797966,0.1270837971393397,240204510.0,0.6351256213643575,60315.67,11.007347216285627,653044616.4527341,20.297156010255385
347,CAN,2024q1,-39326281.0,533210385.0,3745000.0,54646290.0,411037656.0,247975308.0,1.435,-0.07375377919542958,20.094426622823345,0.007023494112928802,0.10248541952160216,355844566.98,0.8657225482523675,70754.69,11.166974103061065,595046224.9834774,20.204149649540128
348,CAN,2023q4,-223863203.0,494361861.0,210453.0,96361563.0,348938617.0,180401607.0,1.92,-0.45283267310946546,20.018778319141866,0.0004257063835270254,0.19492111063155013,346371085.44,0.9926418818814772,43470.76,10.679843807151837,433112839.72926086,19.886508851853154
349,CAN,2023q3,-80051804.0,463822372.0,361768.0,40548068.0,363204720.0,170836190.0,3.18,-0.17259151095885475,19.955012217931127,0.0007799710014850254,0.0874215442113258,543259084.2,1.4957379524142749,26212.82,10.17400388305173,445792739.99081457,19.915364693433087
350,CAN,2023q2,-26341612.0,539239439.0,514754.0,66235090.0,426764568.0,169590610.0,2.82,-0.048849564951795,20.105670258433506,0.0009545926406172973,0.12283057434157742,478245520.2,1.1206308022272364,30266.7,10.317803377242255,364329624.47866035,19.713569577581897
351,CAN,2023q1,-84261935.0,632918339.0,3054000.0,71883223.0,547446897.0,166837226.0,3.14,-0.13313239608941083,20.265851965467306,0.004825267039702574,0.11357424579223639,523868889.64000005,0.9569309690324175,28033.06,10.24113980694813,328332326.2625294,19.609536843242825
352,CAN,2022q4,-89759189.0,689997401.0,1451595.0,102297687.0,612134064.0,167654683.0,2.9,-0.13008627115104163,20.352198388881817,0.0021037687937610072,0.14825807583005665,486198580.7,0.7942681338838219,16539.28,9.713493436795847,247871972.40675086,19.328422930535996
353,CAN,2022q3,6446878.0,781234996.0,4573953.0,280311760.0,681851257.0,172036167.0,3.93,0.008252162323767687,20.476386553710466,0.005854772281604241,0.35880594371120567,676102136.3100001,0.9915683653421791,19104.89,9.857699602209362,234283743.87934902,19.272043519420766
354,CAN,2022q2,90854028.0,924296058.0,1762578.0,394008104.0,701538264.0,172378991.0,3.8,0.09829537539799829,20.644542987376838,0.0019069409468367548,0.4262791132665417,655040165.8,0.933719797499171,20702.23,9.937996702919657,214611394.16241816,19.18433948163684
355,CAN,2022q1,64958988.0,983855864.0,4409770.0,416047693.0,624982357.0,172182343.0,4.3,0.066024903013639,20.706989964612536,0.004482130118197883,0.4228746386777647,740384074.9,1.1846479610303624,46858.53,10.754888341531325,216984358.7631026,19.19533582947418
356,CAN,2021q4,187885848.0,884410787.0,4880845.0,421511486.0,543104255.0,175674460.0,8.57,0.21244183219126656,20.600432203842878,0.005518753357312907,0.47660147546346016,1505530122.2,2.772083091486735,46408.87,10.745245883737981,143583516.00506175,18.782427416938297
357,CAN,2021q3,86394543.0,608680630.0,4001054.0,263165518.0,381596455.0,174076118.0,6.88,0.14193739498495295,20.226804271042266,0.006573322367757949,0.43235402118841865,1197643691.84,3.138508432527236,41011.16,10.621599503770025,122769122.38213871,18.625816095659847
358,CAN,2021q2,37878220.0,506815855.0,4713615.0,188683058.0,287140176.0,174779389.0,12.51,0.07473763819010754,20.043658290452296,0.0093004489766801,0.37229115099408244,2186490156.39,7.614713436652626,34456.67,10.447457871634283,89177797.47926754,18.306142659384605
359,CAN,2021q1,183383.0,359694814.0,3911820.0,203761786.0,88050612.0,161565968.0,4.56,0.00050982942445203,19.70076649099172,0.01087538615444147,0.5664851926388909,736740814.0799999,8.367242400086894,55783.71,10.929237170264072,164128360.68598944,18.91615936675834
360,CAN,2020q4,-11013576.6,158629788.93,9896989.27,59894693.34,66208194.94,155503302.0,2.18,-0.06942943487657327,18.882083673803155,0.06239048375943646,0.37757532014639617,338997198.36,5.120169771539765,28856.59,10.270093668728663,153482070.38176647,18.84909431283874
361,CAN,2020q3,-12713922.0,106648868.0,6018388.0,26097487.0,79963991.0,156674341.0,2.5,-0.11921291091434745,18.48505238866684,0.05643180385187023,0.2447047726751305,391685852.5,4.898277932375836,10840.8,9.291072073008504,149781337.3136051,18.82468703726483
362,CAN,2020q2,-2377514.83,128719477.0,27986791.0,22238764.0,91341777.0,156674885.0,5.18,-0.01847051344063494,18.673145997557487,0.21742467925036707,0.17276922279601867,811575904.3,8.885046152539816,9185.35,9.125365102530195,115344676.145677,18.56343538760194
363,CAN,2020q1,-5633850.69,137392561.0,27369843.0,37296441.0,93234121.0,156674885.0,6.0,-0.04100550021773013,18.738352795093242,0.19920906052548215,0.27145895475374393,940049310.0,10.08267466800057,5885.41,8.680231685916738,101664512.290166,18.437188855090522
364,CAN,2019q4,-114082294.76,141697061.51,21524411.16,73834753.03,99015978.73,149373450.0,6.1,-0.8051140478445904,18.76920196704292,0.15190442857900027,0.5210746944444522,911178045.0,9.202333367674221,7301.07,8.895776191737832,99770100.8933494,18.41837910614857
369,CANG,2025q2,-2116011661.0,8045219206.0,1613271396.0,843819740.0,4705808180.0,214089692.0,2.025,-0.2630147926139677,22.80834386450246,0.20052547415946692,0.10488461760876476,433531626.29999995,0.09212692267027339,107110.33,11.581614703698753,911172262.800523,20.630242529335998
370,CANG,2025q1,-207356000.0,7055061000.0,833802000.0,2515712000.0,3867314000.0,207566000.0,2.315,-0.029391099524157197,22.677011068563914,0.11818494553059145,0.35658260077411097,480515290.0,0.12425039445982405,87187.77,11.375819347767221,870857131.0489082,20.584988492716118
371,CANG,2024q4,55886298.0,5969324000.0,169541000.0,1289630000.0,4086630000.0,232982086.0,1.22,0.009362249058687383,22.50989952510878,0.028402043514475006,0.21604288860849236,284238144.92,0.06955318805959923,93536.42,11.446106158150634,867710155.9849901,20.581368295184088
372,CANG,2024q3,67879125.0,4527289000.0,48510000.0,691819000.0,3971542000.0,227312262.0,0.935,0.01499332713241854,22.233389142549697,0.01071502172713074,0.15281087644283367,212536964.97,0.05351497352161956,65888.5,11.095719198433983,681164035.1378452,20.339313709025863
373,CANG,2024q2,86022837.0,4564537000.0,50763000.0,949450000.0,3947039000.0,227312262.0,0.75,0.018845906386562316,22.241582921972267,0.011121171763970804,0.2080057626874314,170484196.5,0.04319293437434999,60315.67,11.007347216285627,653044616.4527341,20.297156010255385
374,CANG,2024q1,90026786.0,4580358015.0,78886219.0,1155986847.0,3856641289.0,225573620.0,0.595,0.01965496708012245,22.245043001231426,0.017222718997436274,0.2523791466113157,134216303.89999999,0.03480134496376803,70754.69,11.166974103061065,595046224.9834774,20.204149649540128
375,CANG,2023q4,-103778418.0,4648610014.0,82938195.0,1020604191.0,3816976487.0,109101164.0,0.55,-0.022324612666464905,22.259834090139243,0.017841504180866743,0.2195504006415454,60005640.2,0.015720725659267076,43470.76,10.679843807151837,433112839.72926086,19.886508851853154
376,CANG,2023q3,-49086542.0,5008940766.0,164659597.0,665591727.0,3955286403.0,219175452.0,0.685,-0.009799784883301613,22.334490305737894,0.03287313719453156,0.1328807342897614,150135184.62,0.03795810703015733,26212.82,10.17400388305173,445792739.99081457,19.915364693433087
377,CANG,2023q2,36226609.0,5632630640.0,431162958.0,589447322.0,3993173900.0,276733424.0,0.595,0.006431561257139346,22.451842423965303,0.07654735159413897,0.10464867300441344,164656387.28,0.04123446446447023,30266.7,10.317803377242255,364329624.47866035,19.713569577581897
378,CANG,2023q1,78765077.0,6743049443.0,869277364.0,696560010.0,4100877750.0,280462168.0,0.69,0.011680928290058217,22.63177809916493,0.1289145766093117,0.10330044527896842,193518895.92,0.04718962810339811,28033.06,10.24113980694813,328332326.2625294,19.609536843242825
379,CANG,2022q4,-558935912.0,7016252333.0,1076758108.0,378917318.0,4321909005.0,135295444.0,0.7809,-0.07966302884677053,22.671495056734436,0.15346627471415372,0.054005657153721985,105652212.2196,0.024445728056137084,16539.28,9.713493436795847,247871972.40675086,19.328422930535996
380,CANG,2022q3,-130325130.0,8388252508.0,1064800862.0,744956280.0,5893675219.0,272885520.0,0.8367,-0.015536624568193078,22.850098053014147,0.12693953370913474,0.08880947244846578,228323314.584,0.03874039645889079,19104.89,9.857699602209362,234283743.87934902,19.272043519420766
381,CANG,2022q2,-285784991.0,8740871507.0,1384307156.0,1280691159.0,5866918399.0,275225130.0,0.5583,-0.032695251356930854,22.891275736402395,0.1583717544516468,0.14651755925875093,153658190.079,0.026190613134348454,20702.23,9.937996702919657,214611394.16241816,19.18433948163684
382,CANG,2022q1,-136161850.0,9923603843.0,1588786311.0,2136995727.0,6842150735.0,278460722.0,0.5795,-0.013721008229892919,23.01818198289413,0.16010174691936258,0.2153447236315679,161367988.39900002,0.023584395411452453,46858.53,10.754888341531325,216984358.7631026,19.19533582947418
383,CANG,2021q4,124127040.0,10947104032.0,2004162165.0,1434806922.0,6990566821.0,142105618.0,0.7309,0.011338801534831345,23.116340786266573,0.1830769269335103,0.13106725923183407,103864996.1962,0.014857879032667928,46408.87,10.745245883737981,143583516.00506175,18.782427416938297
384,CANG,2021q3,-416537720.0,11238143295.0,2637281765.0,906425650.0,6951907229.0,288941298.0,0.7697,-0.037064638620983165,23.142579480489456,0.234672373876329,0.08065617479742235,222398117.0706,0.03199095007235748,41011.16,10.621599503770025,122769122.38213871,18.625816095659847
385,CANG,2021q2,557737863.0,11701345664.0,2738518227.0,1498947545.0,7404795012.0,297159896.0,1.1818,0.047664420744010595,23.182969686153612,0.23403446967858071,0.12810044143996327,351183565.09279996,0.047426507354178186,34456.67,10.447457871634283,89177797.47926754,18.306142659384605
386,CANG,2021q1,-273871535.0,11248953042.0,2379991174.0,1631029223.0,6932664114.0,298438890.0,2.2442,-0.02434640219204855,23.143540898332883,0.21157446076215916,0.144993868932536,669756556.9380001,0.09660882828370071,55783.71,10.929237170264072,164128360.68598944,18.91615936675834
387,CANG,2020q4,1568492735.0,12145932599.0,2562391861.0,1426899576.0,8375209137.0,150822105.0,0.8613,0.12913728297233737,23.220260185172084,0.210967073966059,0.11747962244722811,129903079.03649999,0.015510428087415054,28856.59,10.270093668728663,153482070.38176647,18.84909431283874
388,CANG,2020q3,1769126529.0,10185452299.0,2382407839.0,1423290178.0,6934853224.0,300371684.0,0.8866,0.17369150402615813,23.044226293984764,0.23390299900907718,0.1397375527584315,266309535.03440002,0.03840161088237042,10840.8,9.291072073008504,149781337.3136051,18.82468703726483
389,CANG,2020q2,70231065.0,8002165007.0,2185806219.0,2010317864.0,5261494912.0,301638880.0,0.7993,0.008776507974849862,22.80297796788867,0.27315185541512044,0.2512217458951981,241099956.784,0.04582347048062678,9185.35,9.125365102530195,115344676.145677,18.56343538760194
390,CANG,2020q1,-38332482.0,8736574374.0,2788419619.0,2002314688.0,5477849539.0,151231854.0,1.1695,-0.004387587211994356,22.89078400172722,0.319166242926784,0.22918762003089885,176865653.253,0.032287424470823896,5885.41,8.680231685916738,101664512.290166,18.437188855090522
391,CANG,2019q4,94120169.0,8736574374.0,2604836269.0,2002314688.0,5477849539.0,151231854.0,0.9182,0.010773120558568256,22.89078400172722,0.29815304689123684,0.22918762003089885,138861088.3428,0.02534956233357033,7301.07,8.895776191737832,99770100.8933494,18.41837910614857
392,CANG,2019q3,117640029.0,7868940617.0,2076565984.0,1851224670.0,5366792903.0,151057825.0,0.9332,0.014949919528665824,22.786189280022697,0.263893970620874,0.23525716612991437,140967162.29,0.026266555247771967,8193.9,9.011145253980601,100852756.01995,18.42917214990334
393,CANG,2019q2,91538991.0,7579344374.0,1966803081.0,1609621867.0,5191990212.0,302809892.0,1.0143,0.012077428664412339,22.748692538664603,0.25949514680278596,0.21236953852124835,307140073.4556,0.05915652012319318,11132.85,9.31765547618065,64293187.5738079,17.978964236064808
394,CANG,2019q1,76218500.0,7680160145.0,1899581307.0,2177957831.0,5301260861.0,302809892.0,1.0288,0.009924076915195626,22.761906236102128,0.24733615850923119,0.2835823459251578,311530816.8896,0.05876541921969004,4048.51,8.306104191173755,46298790.8217788,17.650626402555144
395,CANG,2018q4,55332677.0,7301140204.0,1599987391.0,2912901189.0,5251772157.0,302809892.0,1.3186,0.007578635042467129,22.711296365232773,0.21914212661242027,0.39896524482629975,399285123.5912,0.07602864550378476,3770.36,8.23492576659929,44676132.2352876,17.614949962511506
396,CANG,2018q3,102815585.0,6656910852.0,1056798898.0,3642758351.0,5185135601.0,300099022.0,1.507,0.015444939445014518,22.618921377857465,0.1587521481803374,0.5472145311823683,452249226.154,0.08722032767412673,6628.66,8.799157951138728,54045018.5377396,17.80532793383802
404,CIFR,2025q3,-3283000.0,2840866000.0,1043976000.0,1207440000.0,783195000.0,376372526.0,5.46,-0.0011556335286493627,21.767374772215415,0.3674851260143914,0.42502532678415667,2054993991.96,2.6238599479823033,109688.85,11.60540300025889,1167521713.2756777,20.878149145429184
405,CIFR,2025q2,-45781000.0,1018759000.0,189288000.0,62704000.0,748904000.0,375052248.0,2.85,-0.04493800790962337,20.74185105683615,0.18580253033347435,0.06154939490105118,1068898906.8000001,1.4272842804952304,107110.33,11.581614703698753,911172262.800523,20.630242529335998
406,CIFR,2025q1,-38975000.0,913792000.0,58383000.0,23173000.0,734795000.0,360514620.0,5.73,-0.04265193829668021,20.633113532404217,0.06389090733996358,0.025359162697856843,2065748772.6000001,2.8113266592723143,87187.77,11.375819347767221,870857131.0489082,20.584988492716118
407,CIFR,2024q4,17510000.0,855446000.0,56389000.0,5585000.0,681953000.0,364351000.0,4.93,0.020468854842970802,20.567133528322426,0.06591766166420791,0.006528758098114902,1796250430.0,2.6339798050598793,93536.42,11.446106158150634,867710155.9849901,20.581368295184088
408,CIFR,2024q3,-86754000.0,775438000.0,23155000.0,25342000.0,671991000.0,332680037.0,5.23,-0.11187741637629314,20.46893858896445,0.029860543331639667,0.032680884867648995,1739916593.5100002,2.5891962742209347,65888.5,11.095719198433983,681164035.1378452,20.339313709025863
409,CIFR,2024q2,-15291000.0,775592000.0,23319000.0,122557000.0,690771000.0,314353742.0,3.72,-0.01971526266387482,20.469137166684423,0.03006606566339003,0.15801735964269875,1169395920.24,1.6928850809313072,60315.67,11.007347216285627,653044616.4527341,20.297156010255385
410,CIFR,2024q1,39900000.0,677141000.0,20945000.0,88675000.0,600924000.0,304397979.0,3.04,0.058924212239400656,20.333390080978287,0.03093151943243726,0.13095500050949507,925369856.16,1.5399116296902768,70754.69,11.166974103061065,595046224.9834774,20.204149649540128
411,CIFR,2023q4,11236000.0,566137000.0,21978000.0,86105000.0,491336000.0,290957862.0,3.33,0.01984678620192639,20.154346656348174,0.038820992092020126,0.15209216143795584,968889680.46,1.971949298362017,43470.76,10.679843807151837,433112839.72926086,19.886508851853154
412,CIFR,2023q3,-18621000.0,416490000.0,25267000.0,3342000.0,342687000.0,251789350.0,3.8,-0.04470935676726932,19.847373009679096,0.06066652260558477,0.008024202261758985,956799530.0,2.792050851068176,26212.82,10.17400388305173,445792739.99081457,19.915364693433087
413,CIFR,2023q2,-13198000.0,416723000.0,29421000.0,1741000.0,343210000.0,249127664.0,2.31,-0.03167091809187398,19.847932290453816,0.07060085476443585,0.004177835156686816,575484903.84,1.676771958392821,30266.7,10.317803377242255,364329624.47866035,19.713569577581897
414,CIFR,2023q1,-4553000.0,412685000.0,20812000.0,3922000.0,344620000.0,248654082.0,1.2,-0.011032627791172443,19.838195148048225,0.05043071592134437,0.009503616559845888,298384898.4,0.865837439498578,28033.06,10.24113980694813,328332326.2625294,19.609536843242825
415,CIFR,2022q4,-51627000.0,418463000.0,20659000.0,11927000.0,342892000.0,247551958.0,1.01,-0.12337291469018766,19.852099032993685,0.049368761395870125,0.028501922511667697,250027477.58,0.729172677052833,16539.28,9.713493436795847,247871972.40675086,19.328422930535996
416,CIFR,2022q3,59292000.0,407493000.0,5764000.0,28111000.0,383100000.0,248342200.0,1.72,0.14550433995185194,19.82553431258354,0.014145028258154127,0.0689852341021809,427148584.0,1.1149793369877317,19104.89,9.857699602209362,234283743.87934902,19.272043519420766
417,CIFR,2022q2,-29219000.0,341951000.0,5998000.0,37042000.0,313339000.0,247730410.0,3.03,-0.0854479150521566,19.650178009908256,0.017540524812034473,0.10832546183517522,750623142.3,2.3955624492961296,20702.23,9.937996702919657,214611394.16241816,19.18433948163684
418,CIFR,2022q1,-17499000.0,357881000.0,5833000.0,99495000.0,342494000.0,250174255.0,3.04,-0.048896141454841134,19.695711086872468,0.016298713818280377,0.2780114060260254,760529735.2,2.2205636746921114,46858.53,10.754888341531325,216984358.7631026,19.19533582947418
419,CIFR,2021q4,-69070612.0,354167218.0,123070.0,209841257.0,353531167.0,251981657.0,7.86,-0.19502260087775825,19.685279726799408,0.00034749122376425025,0.5924920386053347,1980575824.02,5.602266529502334,46408.87,10.745245883737981,143583516.00506175,18.782427416938297
421,CIFR,2021q2,-548000.0,170407906.0,199402.0,127722.0,169289637.0,200000000.0,10.1,-0.0032158132381487044,18.95370556799681,0.001170145239622861,0.0007495074788372788,2020000000.0,11.932212956425678,34456.67,10.447457871634283,89177797.47926754,18.306142659384605
426,CLSK,2025q3,-925000.0,3183631000.0,824437000.0,42966000.0,2175127000.0,284327598.0,11.37,-0.00029054874764066564,21.881288206252755,0.2589612301174351,0.013495910801220368,3232804789.2599998,1.4862602456132445,109688.85,11.60540300025889,1167521713.2756777,20.878149145429184
427,CLSK,2025q2,257390000.0,3101817000.0,176424000.0,34553000.0,2146888000.0,325594451.0,8.17,0.08298039503942367,21.85525390576324,0.056877630111641014,0.011139599789413753,2660106664.67,1.2390523700677447,107110.33,11.581614703698753,911172262.800523,20.630242529335998
428,CLSK,2025q1,-138792000.0,2656998000.0,5420000.0,96982000.0,1890491000.0,280854000.0,10.44,-0.05223639611320746,21.700462750995165,0.0020398961534784745,0.03650059202152203,2932115760.0,1.5509810731709381,87187.77,11.375819347767221,870857131.0489082,20.584988492716118
429,CLSK,2024q4,246791000.0,2779292000.0,648648000.0,276599000.0,2021586000.0,291887000.0,10.61,0.08879635533078209,21.74546205595446,0.23338605659283013,0.09952138890048257,3096921070.0,1.5319264527949839,93536.42,11.446106158150634,867710155.9849901,20.581368295184088
430,CLSK,2024q3,-62179000.0,1962662000.0,66954000.0,121222000.0,1760841000.0,250997000.0,16.0,-0.031680951687045454,21.397567551984658,0.034113871874016,0.06176407348794647,4015952000.0,2.280701096805447,65888.5,11.095719198433983,681164035.1378452,20.339313709025863
431,CLSK,2024q2,-236242000.0,1475575000.0,11921000.0,126141000.0,1402199000.0,228643000.0,16.38,-0.16010165528692205,21.112313581282496,0.008078884502651509,0.08548599698422649,3745172340.0,2.6709278354926798,60315.67,11.007347216285627,653044616.4527341,20.297156010255385
432,CLSK,2024q1,126735000.0,1537315000.0,13436000.0,320060000.0,1462917000.0,212099000.0,8.05,0.08243918780471146,21.153303225202038,0.00873991342047661,0.20819415669527716,1707396950.0000002,1.1671181276859866,70754.69,11.166974103061065,595046224.9834774,20.204149649540128
433,CLSK,2023q4,25909000.0,862731000.0,15214000.0,48458000.0,810561000.0,180784000.0,4.1,0.030031377103639487,20.57561349709774,0.01763469725789383,0.05616814511128034,741214399.9999999,0.9144461675308828,43470.76,10.679843807151837,433112839.72926086,19.886508851853154
434,CLSK,2023q3,-74879000.0,761578000.0,16742000.0,29215000.0,677227000.0,149084000.0,6.01,-0.09832085485662663,20.450903154469582,0.02198330308911234,0.03836113963376043,895994840.0,1.3230347283850172,26212.82,10.17400388305173,445792739.99081457,19.915364693433087
435,CLSK,2023q2,-14219000.0,652803000.0,19153000.0,21833000.0,603648000.0,114844000.0,3.91,-0.02178145627394482,20.296785957191847,0.02933963232399361,0.03344500561425116,449040040.0,0.7438772927268872,30266.7,10.317803377242255,364329624.47866035,19.713569577581897
436,CLSK,2023q1,-18460000.0,531553000.0,23882000.0,10345000.0,473881000.0,80469000.0,3.17,-0.03472842783316057,20.091313468554656,0.04492872770918422,0.019461841058182345,255086730.0,0.5382927992470684,28033.06,10.24113980694813,328332326.2625294,19.609536843242825
437,CLSK,2022q4,-29031000.0,486789000.0,26145000.0,2061000.0,427035000.0,66395000.0,3.48,-0.05963774859333305,20.00334132227345,0.05370910189014132,0.004233867240221122,231054600.0,0.5410671256454389,16539.28,9.713493436795847,247871972.40675086,19.328422930535996
438,CLSK,2022q3,-42301151.0,452624772.0,22219000.0,20462570.0,404011811.0,55661337.0,3.99,-0.09345743674851274,19.9305740223217,0.04908922660556458,0.045208683363888,222088734.63000003,0.549708519858099,19104.89,9.857699602209362,234283743.87934902,19.272043519420766
439,CLSK,2022q2,-29340000.0,411058824.0,20163812.0,2661682.0,376866795.0,41277000.0,6.49,-0.07137664559659228,19.834246886306826,0.04905334911384848,0.006475185167172083,267887730.0,0.7108286894843044,20702.23,9.937996702919657,214611394.16241816,19.18433948163684
440,CLSK,2022q1,-171000.0,424797304.0,1969300.0,1912947.0,400917904.0,41395000.0,6.72,-0.00040254492763918293,19.867122681355855,0.0046358580467827076,0.00450319948358241,278174400.0,0.6938437950129561,46858.53,10.754888341531325,216984358.7631026,19.19533582947418
441,CLSK,2021q4,14486000.0,418144771.0,2215171.0,5212414.0,394075450.0,40486000.0,20.26,0.03464350388827414,19.85133827263171,0.00529761736515892,0.01246557259949569,820246360.0000001,2.0814449618721493,46408.87,10.745245883737981,143583516.00506175,18.782427416938297
442,CLSK,2021q3,-5367391.0,317473121.0,1536783.0,14571198.0,305716466.0,37396000.0,13.5,-0.016906599787387986,19.57590371444559,0.004840671220162919,0.04589742260416434,504846000.0,1.6513536434769596,41011.16,10.621599503770025,122769122.38213871,18.625816095659847
443,CLSK,2021q2,-16677000.0,297488821.0,1427409.0,22209870.0,281795614.0,34014000.0,21.55,-0.056059249365877854,19.510887205773358,0.0047981937445642706,0.0746578305878593,733001700.0,2.6011820751759465,34456.67,10.447457871634283,89177797.47926754,18.306142659384605
444,CLSK,2021q1,7400000.0,292612596.0,1665556.0,157274542.0,283720459.0,32698000.0,26.39,0.025289410302760856,19.494360094154153,0.005692017441381778,0.5374838409211885,862900220.0,3.041374679293043,55783.71,10.929237170264072,164128360.68598944,18.91615936675834
445,CLSK,2020q4,-7168000.0,78172736.0,2387994.0,25631913.0,72035090.0,22147000.0,7.55,-0.09169437283095733,18.174431500223637,0.03054765794560395,0.3278881399264316,167209850.0,2.321227751641596,28856.59,10.270093668728663,153482070.38176647,18.84909431283874
446,CLSK,2020q3,-7063000.0,22340063.0,572463.0,3126202.0,16426365.0,17191000.0,7.25,-0.31615846383244306,16.921892171655067,0.02562495011764291,0.13993702703524158,124634750.0,7.587482075310027,10840.8,9.291072073008504,149781337.3136051,18.82468703726483
447,CLSK,2020q2,-8551000.0,20628304.0,734168.0,1955776.0,18358255.0,11119000.0,1.5,-0.4145275345951853,16.842174671294735,0.03559032288839645,0.09481031499244921,16678500.0,0.9085013798969456,9185.35,9.125365102530195,115344676.145677,18.56343538760194
448,CLSK,2020q1,-5815000.0,22490671.0,6161191.0,4506510.0,12598124.0,5135802.0,4.65,-0.2585516457023448,16.928611158972867,0.27394429450326313,0.2003724121881468,23881479.3,1.8956377393967547,5885.41,8.680231685916738,101664512.290166,18.437188855090522
449,CLSK,2019q4,-1916000.0,23989281.0,4633284.0,6376557.0,17605356.0,4781000.0,4.2,-0.07986900482761447,16.99311766354557,0.19313976104577707,0.2658085917622958,20080200.0,1.14057335733512,7301.07,8.895776191737832,99770100.8933494,18.41837910614857
450,CLSK,2019q3,-12097000.0,23434252.0,3113788.0,7838857.0,18885341.0,4531000.0,12.3,-0.5162102037649847,16.96970927075829,0.1328733684352289,0.3345042547122904,55731300.0,2.9510348793807855,8193.9,9.011145253980601,100852756.01995,18.42917214990334
451,CLSK,2019q2,-3972000.0,32912161.0,1842227.0,8016078.0,30030980.0,4418000.0,22.0,-0.12068487389813146,17.309352782695676,0.05597405165829129,0.24355975895961374,97196000.0,3.236524415786631,11132.85,9.31765547618065,64293187.5738079,17.978964236064808
