,ticker,quarter,net_income,total_assets,total_debt,cash,shareholder_equity,shares_outstanding,stock_price,roa,log_assets,leverage,liquidity,market_cap,pb_ratio,btc_price,log_btc_price,hashrate,log_hashrate
41,ABTS,2014q3,-3620676.0,2860510.0,6151932.0,1770196.0,-4587023.0,1322000.0,450.0,-1.265744919612237,14.866510488576937,2.150641668793327,0.6188392978874396,594900000.0,-129.69195925113084,373.87,5.923908143406992,261900.381921106,12.475719488765478
42,ABTS,2014q2,-803689.0,4872365.0,4913642.0,1797762.0,-1175062.0,1322000.0,378.75,-0.1649484387971755,15.399090003463858,1.0084716559617353,0.36897112593165743,500707500.0,-426.111558368835,599.99,6.396912988410589,104506.281189491,11.557002455657114
45,ARLP,2025q3,95104000.0,2908341000.0,38429000.0,94481000000.0,2086665000.0,128428000.0,25.2549,0.032700429557606894,21.79084865246647,0.013213374910301097,32.48621808790647,3243436297.2,1.5543636842521438,109688.85,11.60540300025889,1167521713.2756777,20.878149145429184
46,ARLP,2025q2,133319017.0,2869446000.0,37072000.0,55004000.0,2047340000.0,128347131.0,24.5602,0.04646158770717414,21.777384816726105,0.012919567052316021,0.01916885698493716,3152231206.7861996,1.5396715771616827,107110.33,11.581614703698753,911172262.800523,20.630242529335998
47,ARLP,2025q1,73983000.0,2902735000.0,37152000.0,81313000.0,2078389000.0,128265338.0,25.9666,0.025487342110113394,21.788919232944473,0.012798963735924913,0.028012546787770844,3330614725.7108,1.6024982453769723,87187.77,11.375819347767221,870857131.0489082,20.584988492716118
48,ARLP,2024q4,16330000.0,2915730000.0,486798000.0,136962000.0,1832747000.0,128061981.0,23.0751,0.005600655753447679,21.793386054213272,0.16695578808737435,0.046973485199246844,2955043017.7731,1.6123573072404973,93536.42,11.446106158150634,867710155.9849901,20.581368295184088
49,ARLP,2024q3,86281000.0,3032173000.0,492429000.0,195429000.0,1903354000.0,128061981.0,21.2101,0.0284551705987752,21.83254536114628,0.16240135374861528,0.06445179744031755,2716207423.2081,1.4270637113264795,65888.5,11.095719198433983,681164035.1378452,20.339313709025863
50,ARLP,2024q2,100187000.0,3052946000.0,498131000.0,203703000.0,1911114000.0,128061981.0,18.6039,0.0328164992109261,21.839372863022255,0.16316403893157624,0.06672342059112739,2382452288.3259,1.2466301268924302,60315.67,11.007347216285627,653044616.4527341,20.297156010255385
51,ARLP,2024q1,158057000.0,2965787000.0,444725000.0,133957000.0,1897780000.0,127670897.0,16.8322,0.05329344285344834,21.81040826419265,0.14995176659685944,0.04516743785039182,2148982072.4834,1.1323662766408118,70754.69,11.166974103061065,595046224.9834774,20.204149649540128
52,ARLP,2023q4,115444000.0,2788426000.0,350820000.0,59813000.0,1834502000.0,127125437.0,17.6564,0.0414011345468734,21.748743115876756,0.1258129138087222,0.02145045269266604,2244577565.8468003,1.2235350879131233,43470.76,10.679843807151837,433112839.72926086,19.886508851853154
