ticker,fiscal quarter,fiscal date,net income,total assets,roa,roa percent
ARLP,2021q4,2021-12-31,51826000.0,2159406000.0,0.02400011855112,2.4
ARLP,2021q3,2021-09-30,57548000.0,2148975000.0,0.0267792784932351,2.68
ARLP,2021q2,2021-06-30,44035000.0,2115513000.0,0.0208152821561484,2.08
ARLP,2021q1,2021-03-31,24748000.0,2151180000.0,0.0115043836406065,1.15
ARLP,2020q4,2020-12-31,35028000.0,2166016000.0,0.0161716256943623,1.62
ARLP,2020q3,2020-09-30,27199000.0,2231340000.0,0.012189536332428,1.22
ARLP,2020q2,2020-06-30,-46664000.0,2285628000.0,-0.0204162707142194,-2.04
ARLP,2020q1,2020-03-31,-144783000.0,2396421000.0,-0.0604163458757872,-6.04
ARLP,2019q4,2019-12-31,25832000.0,2586694000.0,0.009986492410776,1.0
ARLP,2019q3,2019-09-30,39084000.0,2627089000.0,0.0148773033574424,1.49
ARLP,2019q2,2019-06-30,58070000.0,2502721000.0,0.0232027461311109,2.32
ARLP,2019q1,2019-03-31,276428000.0,2485130000.0,0.111232812770358,11.12
ARLP,2018q4,2018-12-31,49800000.0,2394748000.0,0.0207955075022507,2.08
ARLP,2018q3,2018-09-30,73733000.0,2217373000.0,0.0332524117503009,3.33
ARLP,2018q2,2018-06-30,86190000.0,2265834000.0,0.0380389737288786,3.8
ARLP,2018q1,2018-03-31,151529000.0,2243414000.0,0.0675439308125918,6.75
ARLP,2017q4,2017-12-31,72523000.0,2219371000.0,0.0326772765797156,3.27
ARLP,2017q3,2017-09-30,59534000.0,2206652000.0,0.026979333397382,2.7
ARLP,2017q2,2017-06-30,61523000.0,2177418000.0,0.0282550249883118,2.83
ARLP,2017q1,2017-03-31,82325000.0,2204316000.0,0.0373471861566127,3.73
ARLP,2016q4,2016-12-31,96899000.0,2193042000.0,0.0441847442958228,4.42
ARLP,2016q3,2016-09-30,67348000.0,2244275000.0,0.0300088001693197,3.0
ARLP,2016q2,2016-06-30,60623000.0,2367856000.0,0.0256024859619841,2.56
ARLP,2016q1,2016-03-31,26713000.0,2368502000.0,0.0112784367503172,1.13
ARLP,2015q4,2015-12-31,-13652000.0,2363130000.0,-0.0057770837829488,-0.58
ARLP,2015q3,2015-09-30,45188000.0,2505393000.0,0.0180362921106588,1.8
ARLP,2015q2,2015-06-30,56338000.0,2329929000.0,0.0241801359612245,2.42
ARLP,2015q1,2015-03-31,68413000.0,2330926000.0,0.0293501380996222,2.94
ARLP,2014q4,2014-12-31,87475000.0,2285059000.0,0.0382812872665432,3.83
ARLP,2014q3,2014-09-30,83326000.0,2173602000.0,0.0383354450354756,3.83
ARLP,2014q2,2014-06-30,101257000.0,2135993000.0,0.0474051179006672,4.74
ARLP,2014q1,2014-03-31,81269000.0,2135958000.0,0.0380480327796707,3.8
ARLP,2013q4,2013-12-31,68407000.0,2121898000.0,0.0322385901678591,3.22
ARLP,2013q3,2013-09-30,55370000.0,2046648000.0,0.0270539926748517,2.71
ARLP,2013q2,2013-06-30,72484000.0,2020063000.0,0.0358820492232173,3.59
ARLP,2013q1,2013-03-31,72166000.0,1999538000.0,0.0360913370988698,3.61
ARLP,2012q4,2012-12-31,68889000.0,1955972000.0,0.0352198293227101,3.52
ARLP,2012q3,2012-09-30,32716000.0,1866269000.0,0.0175301631222508,1.75
ARLP,2012q2,2012-06-30,67390000.0,1858853000.0,0.0362535391448382,3.63
ARLP,2012q1,2012-03-31,82968000.0,1753453000.0,0.0473169226663047,4.73
ARLP,2011q4,2011-12-31,72139000.0,1731518000.0,0.0416622870798917,4.17
ARLP,2011q3,2011-09-30,80619000.0,1679165000.0,0.0480113627904345,4.8
ARLP,2011q2,2011-06-30,75969000.0,1626010000.0,0.0467211148762922,4.67
ARLP,2011q1,2011-03-31,95380000.0,1562406000.0,0.0610468725798544,6.1
ARLP,2010q4,2010-12-31,67610000.0,1501278000.0,0.0450349635443935,4.5
ARLP,2010q3,2010-09-30,73201000.0,1176106000.0,0.062240138218834,6.22
ARLP,2010q2,2010-06-30,85461000.0,1153502000.0,0.0740882980697042,7.41
ARLP,2010q1,2010-03-31,74988000.0,1132347000.0,0.0662235162896179,6.62
ARLP,2009q4,2009-12-31,41742000.0,1051400000.0,0.0397013505801788,3.97
ARLP,2009q3,2009-09-30,36444000.0,1070438000.0,0.0340458765477309,3.4
ARLP,2009q2,2009-06-30,41460000.0,1085304000.0,0.0382012781672231,3.82
ARLP,2009q1,2009-03-31,72511000.0,1095060000.0,0.066216463024857,6.62
ARLP,2008q4,2008-12-31,25180000.0,1030640000.0,0.0244314212528137,2.44
ARLP,2008q3,2008-09-30,29136000.0,1046913000.0,0.0278303927833544,2.78
ARLP,2008q2,2008-06-30,36697000.0,1073482000.0,0.0341850166095006,3.42
ARLP,2008q1,2008-03-31,34007000.0,742744000.0,0.0457856273493962,4.58
ARLP,2007q4,2007-12-31,39928000.0,701723000.0,0.0568999448500334,5.69
ARLP,2007q3,2007-09-30,38685000.0,697318000.0,0.0554768412689762,5.55
ARLP,2007q2,2007-06-30,46237000.0,695894000.0,0.0664425903945141,6.64
ARLP,2007q1,2007-03-31,45540000.0,657490000.0,0.0692634108503551,6.93
ARLP,2006q4,2006-12-31,45488000.0,634962000.0,0.071638932723533,7.16
ARLP,2006q3,2006-09-30,38640000.0,604375000.0,0.0639338159255429,6.39
ARLP,2006q2,2006-06-30,40550000.0,595002000.0,0.0681510314251044,6.82
ARLP,2006q1,2006-03-31,48249000.0,570156000.0,0.0846242081114642,8.46
ARLP,2005q4,2005-12-31,45658000.0,532687000.0,0.0857126229849799,8.57
ARLP,2005q3,2005-09-30,34481000.0,498717000.0,0.0691394117305004,6.91
APLD,2025q3,2025-08-31,-16926000.0,2398995000.0,-0.0070554544715599,-0.71
APLD,2025q2,2025-05-31,-52537000.0,1870090000.0,-0.0280933003224443,-2.81
APLD,2025q1,2025-02-28,-35555000.0,1707347000.0,-0.0208247064012177,-2.08
APLD,2024q4,2024-11-30,-138726000.0,1543169000.0,-0.0898968291872115,-8.99
APLD,2024q3,2024-08-31,-4247000.0,937732000.0,-0.0045290125536933,-0.45
APLD,2024q2,2024-05-31,-64450000.0,803594000.0,-0.0802021916539944,-8.02
APLD,2024q1,2024-02-29,-62838000.0,643168000.0,-0.0977007562565301,-9.77
APLD,2023q4,2023-11-30,-10529000.0,480654000.0,-0.021905570327096,-2.19
APLD,2023q3,2023-08-31,-11457000.0,349153000.0,-0.0328136948558368,-3.28
APLD,2023q2,2023-05-31,-6473000.0,263957000.0,-0.0245229336596491,-2.45
APLD,2023q1,2023-02-28,-7025000.0,207607000.0,-0.0338379727080493,-3.38
APLD,2022q4,2022-11-30,-26617000.0,167443000.0,-0.158961557067181,-15.9
APLD,2022q3,2022-08-31,-4531000.0,145920000.0,-0.0310512609649122,-3.11
APLD,2022q2,2022-05-31,-2807000.0,119980000.0,-0.0233955659276546,-2.34
APLD,2022q1,2022-02-28,-6445000.0,63494000.0,-0.1015056540775506,-10.15
APLD,2021q4,2021-11-30,-171000.0,53550000.0,-0.0031932773109243,-0.32
APLD,2021q3,2021-08-31,-14097000.0,50366000.0,-0.2798911964420442,-27.99
APLD,2021q2,2021-05-31,-345000.0,15052000.0,-0.0229205421206484,-2.29
APLD,2009q1,2009-02-28,-434384.0,4476436.0,-0.0970379114098805,-9.7
APLD,2008q4,2008-11-30,-442062.0,843040.0,-0.5243665780983109,-52.44
APLD,2008q3,2008-08-31,-333721.0,1083972.0,-0.3078686534338525,-30.79
APLD,2008q2,2008-05-31,-845666.0,1265276.0,-0.668364846879258,-66.84
APLD,2008q1,2008-02-29,-748567.0,2072261.0,-0.3612320069720947,-36.12
APLD,2007q4,2007-11-30,-783896.0,2881391.0,-0.2720547124635289,-27.21
APLD,2007q3,2007-08-31,-908169.0,3541944.0,-0.2564041102851993,-25.64
APLD,2007q2,2007-05-31,-846226.0,4219235.0,-0.200563846289671,-20.06
APLD,2007q1,2007-02-28,-720963.0,4969544.0,-0.1450762886896665,-14.51
APLD,2006q4,2006-11-30,-642178.0,6131463.0,-0.1047348732268302,-10.47
APLD,2006q3,2006-08-31,-579019.0,6872389.0,-0.0842529431904975,-8.43
APLD,2006q2,2006-05-31,-1009397.0,7157222.0,-0.1410319534590376,-14.1
APLD,2006q1,2006-02-28,-364062.0,8193622.0,-0.0444323645879685,-4.44
APLD,2005q4,2005-11-30,-252716.0,8361487.0,-0.0302238106690831,-3.02
APLD,2005q3,2005-08-31,-631384.0,8855425.0,-0.0712991189016902,-7.13
APLD,2005q2,2005-05-31,-464325.0,9183347.0,-0.0505616307431266,-5.06
APLD,2005q1,2005-02-28,-413136.0,9382134.0,-0.044034331634999,-4.4
APLD,2004q4,2004-11-30,-484857.0,9572244.0,-0.0506523862116343,-5.07
APLD,2004q3,2004-08-31,-49327.0,10224369.0,-0.0048244542034818,-0.48
APLD,2004q2,2004-05-31,11737.0,10716893.0,0.0010951868232705,0.11
APLD,2004q1,2004-02-29,6411.0,10800872.0,0.0005935631863797,0.06
APLD,2003q4,2003-11-30,-215721.0,3024989.0,-0.0713129865926785,-7.13
APLD,2003q3,2003-08-31,-226641.0,3020507.0,-0.075034091958734,-7.5
APLD,2003q2,2003-05-31,-225170.0,1519826.0,-0.1481551177569011,-14.82
APLD,2003q1,2003-02-28,-154983.0,1732056.0,-0.0894792085244357,-8.95
APLD,2002q4,2002-11-30,-309796.0,1747734.0,-0.1772558066616544,-17.73
APLD,2002q2,2002-05-31,-44827.0,663.0,-67.61236802413273,-6761.24
APLD,2002q1,2002-02-28,-9884.0,25912.0,-0.381444890398271,-38.14
APLD,2001q3,2001-08-31,-5635.0,3303.0,-1.7060248259158342,-170.6
ARBK,2025q1,2025-03-31,-15935000.0,19258000.0,-0.8274483331602451,-82.74
ARBK,2024q4,2024-12-31,-22213000.0,19258000.0,-1.153442725101257,-115.34
ARBK,2024q3,2024-09-30,-6278000.0,29463000.0,-0.2130808132233649,-21.31
ARBK,2024q2,2024-06-30,-32734000.0,33331000.0,-0.9820887462122349,-98.21
ARBK,2024q1,2024-03-31,-3155000.0,75940000.0,-0.0415459573347379,-4.15
ARBK,2023q4,2023-12-31,-9897000.0,75940000.0,-0.1303265736107453,-13.03
ARBK,2023q3,2023-09-30,-9897000.0,84017000.0,-0.1177975885832629,-11.78
ARBK,2023q2,2023-06-30,-9192000.0,88824000.0,-0.1034855444474466,-10.35
ARBK,2023q1,2023-03-31,-9192000.0,99003000.0,-0.0928456713432926,-9.28
ARBK,2022q4,2022-12-31,-18041000.0,71924750.0,-0.2508315983023924,-25.08
ARBK,2022q3,2022-09-30,-18041000.0,91418000.0,-0.1973462556608108,-19.73
ARBK,2022q2,2022-06-30,2066000.0,368310935.0,0.0056093908805612,0.56
ARBK,2022q1,2022-03-31,2066000.0,287699000.0,0.0071811163751003,0.72
ARBK,2021q4,2021-12-31,55573913.06,287699000.0,0.1931668621024056,19.32
ARBK,2021q3,2021-09-30,17351278.0,71924750.0,0.2412421037264641,24.12
ARBK,2021q2,2021-06-30,-16499913.06,193356302.0,-0.0853342398945962,-8.53
ARBK,2021q1,2021-03-31,26484131.0,71924750.0,0.3682199938129781,36.82
ARBK,2020q4,2020-12-31,2443578.0,44486692.0,0.0549282918136507,5.49
ARBK,2020q3,2020-09-30,-1119923.0,8160733.5,-0.1372331298405958,-13.72
ARBK,2020q2,2020-06-30,324065.0,29401073.0,0.0110222167741973,1.1
ARBK,2020q1,2020-03-31,325165.0,8160733.5,0.0398450702991342,3.98
ARBK,2019q4,2019-12-31,-684518.03,32418613.0,-0.0211149696626441,-2.11
ARBK,2019q3,2019-09-30,-1116425.0,6181257.0,-0.1806145578480234,-18.06
ARBK,2019q2,2019-06-30,-454952.0,44952883.0,-0.0101206412055929,-1.01
ARBK,2019q1,2019-03-31,-227476.0,6181257.0,-0.0368009290019813,-3.68
ARBK,2018q4,2018-12-31,-227476.0,27468432.0,-0.0082813609455392,-0.83
ARBK,2018q2,2018-06-30,-3889809.0,5411830.5,-0.7187603159411589,-71.88
BTOG,2025q1,2025-03-31,-2805000.0,4033749.0,-0.6953828807890625,-69.54
BTOG,2024q4,2024-12-31,-5610000.0,4033749.0,-1.390765761578125,-139.08
BTOG,2024q3,2024-09-30,-1403000.0,4033749.0,-0.3478153945622298,-34.78
BTOG,2024q2,2024-06-30,-10474000.0,6684745.0,-1.5668510915524825,-156.69
BTOG,2024q1,2024-03-31,-5237000.0,6684745.0,-0.7834255457762412,-78.34
BTOG,2023q4,2023-12-31,-7058000.0,13465381.0,-0.5241589525019752,-52.42
BTOG,2023q3,2023-09-30,-3529000.0,13465381.0,-0.2620794762509876,-26.21
BTOG,2023q2,2023-06-30,-24212000.0,13335828.0,-1.8155603086662488,-181.56
BTOG,2023q1,2023-03-31,-12106000.0,13335828.0,-0.9077801543331244,-90.78
BTOG,2022q4,2022-12-31,-4005000.0,36557033.0,-0.1095548427029075,-10.96
BTOG,2022q3,2022-09-30,-2002000.0,36557033.0,-0.0547637440926893,-5.48
BTOG,2022q2,2022-06-30,26989894.0,34954924.0,0.7721342492405362,77.21
BTOG,2022q1,2022-03-31,-1707000.0,34954924.0,-0.0488343215965796,-4.88
BTOG,2021q4,2021-12-31,-23750504.0,29253152.0,-0.811895552315183,-81.19
BTOG,2021q3,2021-09-30,1738000.0,29253152.0,0.0594124010978372,5.94
BTOG,2021q2,2021-06-30,-36025080.0,40875828.0,-0.8813296699457684,-88.13
BTOG,2021q1,2021-03-31,-1038000.0,40875828.0,-0.0253939810099993,-2.54
BTOG,2020q4,2020-12-31,-9584439.0,85858922.0,-0.1116300877851692,-11.16
BTOG,2020q3,2020-09-30,-782000.0,85858922.0,-0.0091079643417838,-0.91
BTOG,2020q2,2020-06-30,-4260000.0,63349434.0,-0.0672460625299351,-6.72
BTOG,2020q1,2020-03-31,-2130000.0,63349434.0,-0.0336230312649675,-3.36
BTOG,2019q4,2019-12-31,-77602.0,56872208.0,-0.0013644977525753,-0.14
BTOG,2019q3,2019-09-30,-38801.0,56872208.0,-0.0006822488762876,-0.07
BTOG,2019q2,2019-06-30,3228000.0,51351317.0,0.0628610946823428,6.29
BTOG,2019q1,2019-03-31,1614000.0,51351317.0,0.0314305473411714,3.14
BTOG,2018q4,2018-12-31,1136084.0,47639648.0,0.0238474474034736,2.38
BTOG,2018q3,2018-09-30,568042.0,47639648.0,0.0119237237017368,1.19
BTOG,2018q2,2018-06-30,1874285.0,33729693.0,0.0555678049011593,5.56
BTOG,2018q1,2018-03-31,937143.0,33729693.0,0.0277839172743137,2.78
BTOG,2017q4,2017-12-31,1893824.0,46540899.0,0.0406916076116191,4.07
BTOG,2017q3,2017-09-30,946912.0,46540899.0,0.0203458038058095,2.03
BTOG,2017q2,2017-06-30,1630946.0,27015948.0,0.0603697490089927,6.04
BTOG,2017q1,2017-03-31,815473.0,27015948.0,0.0301848745044963,3.02
BTDR,2025q3,2025-09-30,-266685000.0,2437079000.0,-0.1094281309715442,-10.94
BTDR,2025q2,2025-06-30,-147733000.0,2041070000.0,-0.0723801731444781,-7.24
BTDR,2025q1,2025-03-31,409473000.0,1598625000.0,0.2561407459535538,25.61
BTDR,2024q4,2024-12-31,-531917000.0,1557854000.0,-0.3414421377099523,-34.14
BTDR,2024q3,2024-09-30,-50097000.0,1046433000.0,-0.0478740636046454,-4.79
BTDR,2024q2,2024-06-30,-17743000.0,827715000.0,-0.0214361223367946,-2.14
BTDR,2024q1,2024-03-31,606000.0,690970000.0,0.0008770279462205,0.09
BTDR,2023q4,2023-12-31,-5031000.0,639387000.0,-0.0078684740227749,-0.79
BTDR,2023q3,2023-09-30,-1798000.0,621607000.0,-0.0028925028193054,-0.29
BTDR,2023q2,2023-06-30,-40360000.0,619013000.0,-0.0652005692933751,-6.52
BTDR,2023q1,2023-03-31,-9467000.0,636771000.0,-0.0148671971556493,-1.49
BTDR,2022q4,2022-12-31,-13035000.0,651409000.0,-0.0200104696127931,-2.0
BTDR,2022q2,2022-06-30,-15607000.0,659685000.0,-0.0236582611397864,-2.37
BTDR,2022q1,2022-03-31,-9587000.0,58431977.0,-0.1640711215367571,-16.41
BTDR,2021q4,2021-12-31,-15602000.0,646974000.0,-0.0241153431204345,-2.41
BTDR,2021q3,2021-09-30,-15602000.0,646974000.0,-0.0241153431204345,-2.41
BTDR,2021q2,2021-06-30,56923500.0,995735000.0,0.0571673186138882,5.72
BTDR,2021q1,2021-03-31,56923500.0,995735000.0,0.0571673186138882,5.72
BTDR,2020q4,2020-12-31,-13279000.0,853302000.0,-0.0155618995384986,-1.56
BTDR,2020q3,2020-09-30,-13279000.0,853302000.0,-0.0155618995384986,-1.56
BITF,2025q3,2025-09-30,-80769000.0,801279000.0,-0.1008000958467649,-10.08
BITF,2025q2,2025-06-30,-28844000.0,827950000.0,-0.0348378525273265,-3.48
BITF,2025q1,2025-03-31,-35875000.0,777003000.0,-0.0461709929047893,-4.62
BITF,2024q4,2024-12-31,15165000.0,667616000.0,0.0227151536212433,2.27
BITF,2024q3,2024-09-30,-36649000.0,586625000.0,-0.062474323460473,-6.25
BITF,2024q2,2024-06-30,-26599000.0,535934000.0,-0.0496311112935548,-4.96
BITF,2024q1,2024-03-31,-5980000.0,426473000.0,-0.014021989668748,-1.4
BITF,2023q4,2023-12-31,-57373000.0,378725000.0,-0.1514898673179747,-15.15
BITF,2023q3,2023-09-30,-16507000.0,332797000.0,-0.0496008076995886,-4.96
BITF,2023q2,2023-06-30,-26083000.0,325637000.0,-0.0800983917675202,-8.01
BITF,2023q1,2023-03-31,-3700000.0,331982000.0,-0.0111451825701393,-1.11
BITF,2022q4,2022-12-31,-16843000.0,343098000.0,-0.0490909302881392,-4.91
BITF,2022q3,2022-09-30,-84808000.0,376960000.0,-0.2249787775891341,-22.5
BITF,2022q2,2022-06-30,-141918000.0,473135000.0,-0.29995244486246,-30.0
BITF,2022q1,2022-03-31,4519000.0,639121000.0,0.0070706485939282,0.71
BITF,2021q4,2021-12-31,9677000.0,542587000.0,0.0178349278548877,1.78
BITF,2021q3,2021-09-30,23733000.0,321956405.0,0.0737149490782766,7.37
BITF,2021q2,2021-06-30,-3675000.0,231224000.0,-0.015893678856866,-1.59
BITF,2021q1,2021-03-31,-7605000.0,163995000.0,-0.0463733650416171,-4.64
BITF,2020q4,2020-12-31,-5374000.0,51704000.0,-0.1039377997833823,-10.39
BITF,2020q3,2020-09-30,-4761000.0,45926000.0,-0.103666768279406,-10.37
BITF,2020q2,2020-06-30,-3730000.0,47654000.0,-0.0782725479498048,-7.83
BITF,2020q1,2020-03-31,-2424000.0,50647000.0,-0.0478606827650206,-4.79
BITF,2019q4,2019-12-31,1124000.0,52856000.0,0.0212653246556682,2.13
BITF,2019q3,2019-09-30,3900000.0,51490000.0,0.0757428626917848,7.57
BITF,2019q2,2019-06-30,-834000.0,44860000.0,-0.0185911725367811,-1.86
BITF,2019q1,2019-03-31,-1290000.0,33677000.0,-0.0383050746800487,-3.83
BITF,2018q4,2018-12-31,-13066000.0,26233000.0,-0.4980749437731102,-49.81
BITF,2018q3,2018-09-30,-1150000.0,6558250.0,-0.1753516563107536,-17.54
BITF,2018q2,2018-06-30,-1222000.0,52657000.0,-0.023206791119889,-2.32
BITF,2018q1,2018-03-31,6075000.0,6558250.0,0.9263141844241986,92.63
FUFU,2025q3,2025-09-30,11543000.0,500340000.0,0.0230703121877123,2.31
FUFU,2025q2,2025-06-30,47125000.0,467605000.0,0.1007795040686049,10.08
FUFU,2025q1,2025-03-31,-16872000.0,383965000.0,-0.0439415050850989,-4.39
FUFU,2024q4,2024-12-31,22332000.0,377678000.0,0.0591297348534995,5.91
FUFU,2024q3,2024-09-30,-5008000.0,282545000.0,-0.0177246102390769,-1.77
FUFU,2024q2,2024-06-30,1331000.0,293201000.0,0.004539547955157,0.45
FUFU,2024q1,2024-03-31,35308000.0,210033000.0,0.168106916532164,16.81
FUFU,2023q4,2023-12-31,35308000.0,306729000.0,0.1151113849684901,11.51
FUFU,2023q3,2023-09-30,5139000.0,198173855.0,0.0259317759146381,2.59
FUFU,2023q2,2023-06-30,2683000.0,198173855.0,0.0135386173922892,1.35
FUFU,2023q1,2023-03-31,2683000.0,71823654.0,0.0373553815571677,3.74
FUFU,2022q4,2022-12-31,-2097086.0,198335358.0,-0.0105734349192542,-1.06
FUFU,2022q3,2022-09-30,-2097086.0,198335358.0,-0.0105734349192542,-1.06
FUFU,2022q2,2022-06-30,3318085.0,215209272.0,0.0154179463048413,1.54
FUFU,2022q1,2022-03-31,3318086.0,215209272.0,0.0154179509514813,1.54
FUFU,2021q4,2021-12-31,2132292.0,116295219.0,0.0183351647499799,1.83
FUFU,2021q3,2021-09-30,2132293.0,150000.0,14.215286666666668,1421.53
BMNR,2025q3,2025-08-31,351331391.0,8795053000.0,0.0399464779802918,3.99
BMNR,2025q2,2025-05-31,-622762.0,8265816.0,-0.0753418658242574,-7.53
BMNR,2025q1,2025-02-28,-1156891.0,7500676.0,-0.1542382313274163,-15.42
BMNR,2024q4,2024-11-30,-974738.0,7934925.0,-0.1228414887349281,-12.28
BMNR,2024q3,2024-08-31,-813871.0,7282000.0,-0.1117647624279044,-11.18
BMNR,2024q2,2024-05-31,-654228.0,8166529.0,-0.0801109014613185,-8.01
BMNR,2024q1,2024-02-29,-902682.0,7849837.0,-0.114993725347418,-11.5
BMNR,2023q4,2023-11-30,-929870.0,8580018.0,-0.1083762295137376,-10.84
BMNR,2023q2,2023-05-31,-523703.0,8431157.0,-0.0621151996102077,-6.21
BMNR,2023q1,2023-02-28,-307407.0,8138167.0,-0.0377734937117903,-3.78
BMNR,2022q4,2022-11-30,-470665.0,8206412.0,-0.057353323230664,-5.74
BMNR,2022q2,2022-05-31,-486912.0,3410242.0,-0.142779310090017,-14.28
BMNR,2022q1,2022-02-28,-112127.0,2943537.0,-0.0380926076349643,-3.81
BMNR,2021q4,2021-11-30,-708756.0,2046514.0,-0.3463235531249725,-34.63
BMNR,2021q2,2021-05-31,-19941.0,3466.0,-5.7533179457588,-575.33
BMNR,2021q1,2021-02-28,-10368.0,2871.0,-3.61128526645768,-361.13
BMNR,2014q3,2014-08-31,-345.0,182870.0,-0.0018865860994148,-0.19
BMNR,2014q2,2014-05-31,3126.0,183215.0,0.0170619217858799,1.71
BMNR,2014q1,2014-02-28,-195.0,180173.0,-0.0010822931293812,-0.11
BMNR,2013q4,2013-11-30,14650.0,184751.0,0.0792959172074846,7.93
BMNR,2013q3,2013-08-31,-22430.0,213861.0,-0.104881207887366,-10.49
BMNR,2013q2,2013-05-31,-405.0,233238.0,-0.0017364237388418,-0.17
BMNR,2013q1,2013-02-28,-21014.0,219625.0,-0.0956812749003984,-9.57
BMNR,2012q4,2012-11-30,29523.0,229281.0,0.128763395135227,12.88
BMNR,2012q3,2012-08-31,-66294.0,275221.0,-0.2408755145864596,-24.09
BMNR,2012q2,2012-05-31,37157.0,492614.0,0.0754282257507906,7.54
BMNR,2011q2,2011-05-31,-18599.0,44411.0,-0.4187926414627007,-41.88
BMNR,2011q1,2011-02-28,-26052.0,44062.0,-0.5912577731378512,-59.13
CAN,2025q3,2025-09-30,-27779675.0,670002903.0,-0.0414620218444038,-4.15
CAN,2025q2,2025-06-30,-11058000.0,592175000.0,-0.0186735340059948,-1.87
CAN,2025q1,2025-03-31,-86431000.0,565554000.0,-0.1528253712289189,-15.28
CAN,2024q4,2024-12-31,-92902000.0,463011000.0,-0.2006475008153154,-20.06
CAN,2024q3,2024-09-30,-75578000.0,502136000.0,-0.1505130084279956,-15.05
CAN,2024q2,2024-06-30,-41880000.0,525543000.0,-0.0796890073695206,-7.97
CAN,2024q1,2024-03-31,-39326281.0,533210385.0,-0.0737537791954295,-7.38
CAN,2023q4,2023-12-31,-223863203.0,494361861.0,-0.4528326731094654,-45.28
CAN,2023q3,2023-09-30,-80051804.0,463822372.0,-0.1725915109588547,-17.26
CAN,2023q2,2023-06-30,-26341612.0,539239439.0,-0.048849564951795,-4.88
CAN,2023q1,2023-03-31,-84261935.0,632918339.0,-0.1331323960894108,-13.31
CAN,2022q4,2022-12-31,-89759189.0,689997401.0,-0.1300862711510416,-13.01
CAN,2022q3,2022-09-30,6446878.0,781234996.0,0.0082521623237676,0.83
CAN,2022q2,2022-06-30,90854028.0,924296058.0,0.0982953753979982,9.83
CAN,2022q1,2022-03-31,64958988.0,983855864.0,0.066024903013639,6.6
CAN,2021q4,2021-12-31,187885848.0,884410787.0,0.2124418321912665,21.24
CAN,2021q3,2021-09-30,86394543.0,608680630.0,0.1419373949849529,14.19
CAN,2021q2,2021-06-30,37878220.0,506815855.0,0.0747376381901075,7.47
CAN,2021q1,2021-03-31,183383.0,359694814.0,0.000509829424452,0.05
CAN,2020q4,2020-12-31,-11013576.6,158629788.93,-0.0694294348765732,-6.94
CAN,2020q3,2020-09-30,-12713922.0,106648868.0,-0.1192129109143474,-11.92
CAN,2020q2,2020-06-30,-2377514.83,128719477.0,-0.0184705134406349,-1.85
CAN,2020q1,2020-03-31,-5633850.69,137392561.0,-0.0410055002177301,-4.1
CAN,2019q4,2019-12-31,-114082294.76,141697061.51,-0.8051140478445904,-80.51
CAN,2019q3,2019-09-30,94625000.0,1596091000.0,0.0592854668060906,5.93
CAN,2019q2,2019-06-30,-263067000.0,1444254000.0,-0.1821473231162939,-18.21
CAN,2018q4,2018-12-31,-27516000.0,1402694000.0,-0.0196165378906589,-1.96
CANG,2025q2,2025-06-30,-2116011661.0,8045219206.0,-0.2630147926139677,-26.3
CANG,2025q1,2025-03-31,-207356000.0,7055061000.0,-0.0293910995241571,-2.94
CANG,2024q4,2024-12-31,55886298.0,5969324000.0,0.0093622490586873,0.94
CANG,2024q3,2024-09-30,67879125.0,4527289000.0,0.0149933271324185,1.5
CANG,2024q2,2024-06-30,86022837.0,4564537000.0,0.0188459063865623,1.88
CANG,2024q1,2024-03-31,90026786.0,4580358015.0,0.0196549670801224,1.97
CANG,2023q4,2023-12-31,-103778418.0,4648610014.0,-0.0223246126664649,-2.23
CANG,2023q3,2023-09-30,-49086542.0,5008940766.0,-0.0097997848833016,-0.98
CANG,2023q2,2023-06-30,36226609.0,5632630640.0,0.0064315612571393,0.64
CANG,2023q1,2023-03-31,78765077.0,6743049443.0,0.0116809282900582,1.17
CANG,2022q4,2022-12-31,-558935912.0,7016252333.0,-0.0796630288467705,-7.97
CANG,2022q3,2022-09-30,-130325130.0,8388252508.0,-0.015536624568193,-1.55
CANG,2022q2,2022-06-30,-285784991.0,8740871507.0,-0.0326952513569308,-3.27
CANG,2022q1,2022-03-31,-136161850.0,9923603843.0,-0.0137210082298929,-1.37
CANG,2021q4,2021-12-31,124127040.0,10947104032.0,0.0113388015348313,1.13
CANG,2021q3,2021-09-30,-416537720.0,11238143295.0,-0.0370646386209831,-3.71
CANG,2021q2,2021-06-30,557737863.0,11701345664.0,0.0476644207440105,4.77
CANG,2021q1,2021-03-31,-273871535.0,11248953042.0,-0.0243464021920485,-2.43
CANG,2020q4,2020-12-31,1568492735.0,12145932599.0,0.1291372829723373,12.91
CANG,2020q3,2020-09-30,1769126529.0,10185452299.0,0.1736915040261581,17.37
CANG,2020q2,2020-06-30,70231065.0,8002165007.0,0.0087765079748498,0.88
CANG,2020q1,2020-03-31,-38332482.0,8736574374.0,-0.0043875872119943,-0.44
CANG,2019q4,2019-12-31,94120169.0,8736574374.0,0.0107731205585682,1.08
CANG,2019q3,2019-09-30,117640029.0,7868940617.0,0.0149499195286658,1.49
CANG,2019q2,2019-06-30,91538991.0,7579344374.0,0.0120774286644123,1.21
CANG,2019q1,2019-03-31,76218500.0,7680160145.0,0.0099240769151956,0.99
CANG,2018q4,2018-12-31,55332677.0,7301140204.0,0.0075786350424671,0.76
