ticker,quarter,field,raw_value
ABTS,2025q1,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
ABTS,2024q3,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
ABTS,2024q2,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
ABTS,2024q1,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
ABTS,2023q4,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
ABTS,2023q3,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
ABTS,2023q2,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
ABTS,2023q1,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
ABTS,2022q4,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
ABTS,2022q3,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
ABTS,2022q2,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
ABTS,2022q1,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
ABTS,2021q4,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
ABTS,2021q3,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
ABTS,2021q2,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
ABTS,2019q4,totalAssets,'None'
ABTS,2019q4,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
ABTS,2019q4,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
ABTS,2019q4,totalShareholderEquity,'None'
ABTS,2014q1,price_report,MISSING
ABTS,2013q4,totalAssets,'None'
ABTS,2013q4,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
ABTS,2013q4,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
ABTS,2013q4,price_report,MISSING
ARLP,2008q4,btc_price,MISSING from btc_dict
ARLP,2008q4,hashrate,MISSING from hash_dict
ARLP,2008q3,btc_price,MISSING from btc_dict
ARLP,2008q3,hashrate,MISSING from hash_dict
ARLP,2008q2,btc_price,MISSING from btc_dict
ARLP,2008q2,hashrate,MISSING from hash_dict
ARLP,2008q1,btc_price,MISSING from btc_dict
ARLP,2008q1,hashrate,MISSING from hash_dict
ARLP,2007q4,btc_price,MISSING from btc_dict
ARLP,2007q4,hashrate,MISSING from hash_dict
ARLP,2007q3,btc_price,MISSING from btc_dict
ARLP,2007q3,hashrate,MISSING from hash_dict
ARLP,2007q2,btc_price,MISSING from btc_dict
ARLP,2007q2,hashrate,MISSING from hash_dict
ARLP,2007q1,btc_price,MISSING from btc_dict
ARLP,2007q1,hashrate,MISSING from hash_dict
ARLP,2006q4,btc_price,MISSING from btc_dict
ARLP,2006q4,hashrate,MISSING from hash_dict
ARLP,2006q3,btc_price,MISSING from btc_dict
ARLP,2006q3,hashrate,MISSING from hash_dict
ARLP,2006q2,btc_price,MISSING from btc_dict
ARLP,2006q2,hashrate,MISSING from hash_dict
ARLP,2006q1,btc_price,MISSING from btc_dict
ARLP,2006q1,hashrate,MISSING from hash_dict
ARLP,2005q4,btc_price,MISSING from btc_dict
ARLP,2005q4,hashrate,MISSING from hash_dict
ARLP,2005q3,btc_price,MISSING from btc_dict
ARLP,2005q3,hashrate,MISSING from hash_dict
APLD,2021q1,totalAssets,'None'
APLD,2021q1,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
APLD,2021q1,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
APLD,2021q1,totalShareholderEquity,'None'
APLD,2020q4,totalAssets,'None'
APLD,2020q4,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
APLD,2020q4,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
APLD,2020q4,totalShareholderEquity,'None'
APLD,2020q3,totalAssets,'None'
APLD,2020q3,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
APLD,2020q3,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
APLD,2008q4,btc_price,MISSING from btc_dict
APLD,2008q4,hashrate,MISSING from hash_dict
APLD,2008q3,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
APLD,2008q3,price_report,MISSING
APLD,2008q3,btc_price,MISSING from btc_dict
APLD,2008q3,hashrate,MISSING from hash_dict
APLD,2008q2,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
APLD,2008q2,price_report,MISSING
APLD,2008q2,btc_price,MISSING from btc_dict
APLD,2008q2,hashrate,MISSING from hash_dict
APLD,2008q1,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
APLD,2008q1,price_report,MISSING
APLD,2008q1,btc_price,MISSING from btc_dict
APLD,2008q1,hashrate,MISSING from hash_dict
APLD,2007q4,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
APLD,2007q4,price_report,MISSING
APLD,2007q4,btc_price,MISSING from btc_dict
APLD,2007q4,hashrate,MISSING from hash_dict
APLD,2007q3,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
APLD,2007q3,price_report,MISSING
APLD,2007q3,btc_price,MISSING from btc_dict
APLD,2007q3,hashrate,MISSING from hash_dict
APLD,2007q2,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
APLD,2007q2,price_report,MISSING
APLD,2007q2,btc_price,MISSING from btc_dict
APLD,2007q2,hashrate,MISSING from hash_dict
APLD,2007q1,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
APLD,2007q1,price_report,MISSING
APLD,2007q1,btc_price,MISSING from btc_dict
APLD,2007q1,hashrate,MISSING from hash_dict
APLD,2006q4,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
APLD,2006q4,price_report,MISSING
APLD,2006q4,btc_price,MISSING from btc_dict
APLD,2006q4,hashrate,MISSING from hash_dict
APLD,2006q3,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
APLD,2006q3,price_report,MISSING
APLD,2006q3,btc_price,MISSING from btc_dict
APLD,2006q3,hashrate,MISSING from hash_dict
APLD,2006q2,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
APLD,2006q2,price_report,MISSING
APLD,2006q2,btc_price,MISSING from btc_dict
APLD,2006q2,hashrate,MISSING from hash_dict
APLD,2006q1,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
APLD,2006q1,price_report,MISSING
APLD,2006q1,btc_price,MISSING from btc_dict
APLD,2006q1,hashrate,MISSING from hash_dict
APLD,2005q4,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
APLD,2005q4,price_report,MISSING
APLD,2005q4,btc_price,MISSING from btc_dict
APLD,2005q4,hashrate,MISSING from hash_dict
APLD,2005q3,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
APLD,2005q3,price_report,MISSING
APLD,2005q3,btc_price,MISSING from btc_dict
APLD,2005q3,hashrate,MISSING from hash_dict
APLD,2005q2,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
APLD,2005q2,price_report,MISSING
APLD,2005q2,btc_price,MISSING from btc_dict
APLD,2005q2,hashrate,MISSING from hash_dict
APLD,2005q1,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
APLD,2005q1,price_report,MISSING
APLD,2005q1,btc_price,MISSING from btc_dict
APLD,2005q1,hashrate,MISSING from hash_dict
APLD,2004q4,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
APLD,2004q4,price_report,MISSING
APLD,2004q4,btc_price,MISSING from btc_dict
APLD,2004q4,hashrate,MISSING from hash_dict
APLD,2004q3,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
APLD,2004q3,price_report,MISSING
APLD,2004q3,btc_price,MISSING from btc_dict
APLD,2004q3,hashrate,MISSING from hash_dict
APLD,2004q2,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
APLD,2004q2,price_report,MISSING
APLD,2004q2,btc_price,MISSING from btc_dict
APLD,2004q2,hashrate,MISSING from hash_dict
APLD,2004q1,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
APLD,2004q1,price_report,MISSING
APLD,2004q1,btc_price,MISSING from btc_dict
APLD,2004q1,hashrate,MISSING from hash_dict
APLD,2003q4,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
APLD,2003q4,price_report,MISSING
APLD,2003q4,btc_price,MISSING from btc_dict
APLD,2003q4,hashrate,MISSING from hash_dict
APLD,2003q3,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
APLD,2003q3,price_report,MISSING
APLD,2003q3,btc_price,MISSING from btc_dict
APLD,2003q3,hashrate,MISSING from hash_dict
APLD,2003q2,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
APLD,2003q2,price_report,MISSING
APLD,2003q2,btc_price,MISSING from btc_dict
APLD,2003q2,hashrate,MISSING from hash_dict
APLD,2003q1,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
APLD,2003q1,price_report,MISSING
APLD,2003q1,btc_price,MISSING from btc_dict
APLD,2003q1,hashrate,MISSING from hash_dict
APLD,2002q4,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
APLD,2002q4,price_report,MISSING
APLD,2002q4,btc_price,MISSING from btc_dict
APLD,2002q4,hashrate,MISSING from hash_dict
APLD,2002q3,totalAssets,'None'
APLD,2002q3,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
APLD,2002q3,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
APLD,2002q3,totalShareholderEquity,'None'
APLD,2002q3,price_report,MISSING
APLD,2002q3,btc_price,MISSING from btc_dict
APLD,2002q3,hashrate,MISSING from hash_dict
APLD,2002q2,price_report,MISSING
APLD,2002q2,btc_price,MISSING from btc_dict
APLD,2002q2,hashrate,MISSING from hash_dict
APLD,2002q1,price_report,MISSING
APLD,2002q1,btc_price,MISSING from btc_dict
APLD,2002q1,hashrate,MISSING from hash_dict
APLD,2001q3,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
APLD,2001q3,price_report,MISSING
APLD,2001q3,btc_price,MISSING from btc_dict
APLD,2001q3,hashrate,MISSING from hash_dict
ARBK,2022q3,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
ARBK,2021q3,price_report,MISSING
ARBK,2021q2,price_report,MISSING
ARBK,2021q1,price_report,MISSING
ARBK,2020q4,price_report,MISSING
ARBK,2020q3,price_report,MISSING
ARBK,2020q2,price_report,MISSING
ARBK,2020q1,price_report,MISSING
ARBK,2019q4,price_report,MISSING
ARBK,2019q3,price_report,MISSING
ARBK,2019q2,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
ARBK,2019q2,price_report,MISSING
ARBK,2019q1,price_report,MISSING
ARBK,2018q4,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
ARBK,2018q4,price_report,MISSING
ARBK,2018q2,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
ARBK,2018q2,price_report,MISSING
BTOG,2019q2,price_report,MISSING
BTOG,2019q1,price_report,MISSING
BTOG,2018q4,price_report,MISSING
BTOG,2018q3,price_report,MISSING
BTOG,2018q2,price_report,MISSING
BTOG,2018q1,price_report,MISSING
BTOG,2017q4,price_report,MISSING
BTOG,2017q3,price_report,MISSING
BTOG,2017q2,price_report,MISSING
BTOG,2017q1,price_report,MISSING
BTOG,2016q4,totalAssets,'None'
BTOG,2016q4,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
BTOG,2016q4,price_report,MISSING
BTOG,2016q3,totalAssets,'None'
BTOG,2016q3,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
BTOG,2016q3,price_report,MISSING
BTDR,2023q1,price_report,MISSING
BTDR,2022q4,price_report,MISSING
BTDR,2022q3,totalAssets,'None'
BTDR,2022q3,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
BTDR,2022q3,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
BTDR,2022q3,totalShareholderEquity,'None'
BTDR,2022q3,price_report,MISSING
BTDR,2022q2,price_report,MISSING
BTDR,2022q1,price_report,MISSING
BTDR,2021q4,price_report,MISSING
BTDR,2021q3,price_report,MISSING
BTDR,2021q2,price_report,MISSING
BTDR,2021q1,price_report,MISSING
BTDR,2020q4,price_report,MISSING
BTDR,2020q3,price_report,MISSING
BTDR,2020q2,totalAssets,'None'
BTDR,2020q2,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
BTDR,2020q2,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
BTDR,2020q2,totalShareholderEquity,'None'
BTDR,2020q2,price_report,MISSING
BTDR,2020q1,totalAssets,'None'
BTDR,2020q1,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
BTDR,2020q1,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
BTDR,2020q1,totalShareholderEquity,'None'
BTDR,2020q1,price_report,MISSING
BITF,2018q2,price_report,MISSING
BITF,2018q1,price_report,MISSING
FUFU,2023q4,price_report,MISSING
FUFU,2023q3,price_report,MISSING
FUFU,2023q2,price_report,MISSING
FUFU,2023q1,price_report,MISSING
FUFU,2022q4,price_report,MISSING
FUFU,2022q3,price_report,MISSING
FUFU,2022q2,price_report,MISSING
FUFU,2022q1,price_report,MISSING
FUFU,2021q4,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
FUFU,2021q4,price_report,MISSING
FUFU,2021q3,price_report,MISSING
FUFU,2021q2,totalAssets,'None'
FUFU,2021q2,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
FUFU,2021q2,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
FUFU,2021q2,totalShareholderEquity,'None'
FUFU,2021q2,price_report,MISSING
FUFU,2021q1,totalAssets,'None'
FUFU,2021q1,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
FUFU,2021q1,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
FUFU,2021q1,totalShareholderEquity,'None'
FUFU,2021q1,price_report,MISSING
BMNR,2025q3,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
BMNR,2025q2,price_report,MISSING
BMNR,2025q1,price_report,MISSING
BMNR,2024q4,price_report,MISSING
BMNR,2024q3,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
BMNR,2024q3,price_report,MISSING
BMNR,2024q2,price_report,MISSING
BMNR,2024q1,price_report,MISSING
BMNR,2023q4,price_report,MISSING
BMNR,2023q2,price_report,MISSING
BMNR,2023q1,price_report,MISSING
BMNR,2022q4,price_report,MISSING
BMNR,2022q2,price_report,MISSING
BMNR,2022q1,price_report,MISSING
BMNR,2021q4,price_report,MISSING
BMNR,2021q2,price_report,MISSING
BMNR,2021q1,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
BMNR,2021q1,price_report,MISSING
BMNR,2020q4,totalAssets,'None'
BMNR,2020q4,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
BMNR,2020q4,price_report,MISSING
BMNR,2014q3,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
BMNR,2014q3,price_report,MISSING
BMNR,2014q2,price_report,MISSING
BMNR,2014q1,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
BMNR,2014q1,price_report,MISSING
BMNR,2013q4,price_report,MISSING
BMNR,2013q3,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
BMNR,2013q3,price_report,MISSING
BMNR,2013q2,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
BMNR,2013q2,price_report,MISSING
BMNR,2013q1,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
BMNR,2013q1,price_report,MISSING
BMNR,2012q4,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
BMNR,2012q4,price_report,MISSING
BMNR,2012q3,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
BMNR,2012q3,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
BMNR,2012q3,price_report,MISSING
BMNR,2012q2,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
BMNR,2012q2,price_report,MISSING
BMNR,2011q2,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
BMNR,2011q2,price_report,MISSING
BMNR,2011q1,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
BMNR,2011q1,price_report,MISSING
CAN,2019q3,price_report,MISSING
CAN,2019q2,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
CAN,2019q2,price_report,MISSING
CAN,2019q1,totalAssets,'None'
CAN,2019q1,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
CAN,2019q1,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
CAN,2019q1,price_report,MISSING
CAN,2018q4,price_report,MISSING
CAN,2018q3,balance_report,MISSING
CANG,2018q2,price_report,MISSING
CANG,2018q1,price_report,MISSING
CANG,2017q4,price_report,MISSING
CANG,2017q3,price_report,MISSING
CANG,2017q2,totalAssets,'None'
CANG,2017q2,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
CANG,2017q2,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
CANG,2017q2,totalShareholderEquity,'None'
CANG,2017q2,price_report,MISSING
CANG,2017q1,totalAssets,'None'
CANG,2017q1,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
CANG,2017q1,price_report,MISSING
CANG,2016q4,price_report,MISSING
CIFR,2021q3,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
CIFR,2021q1,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
CIFR,2020q4,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
CIFR,2020q4,price_report,MISSING
CIFR,2020q3,price_report,MISSING
CIFR,2020q2,price_report,MISSING
CLSK,2016q2,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
CLSK,2016q1,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
CLSK,2015q4,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
CLSK,2015q4,price_report,MISSING
CLSK,2015q3,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
CLSK,2015q3,price_report,MISSING
CLSK,2015q2,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
CLSK,2015q2,price_report,MISSING
CLSK,2015q1,price_report,MISSING
CLSK,2014q4,price_report,MISSING
CLSK,2014q3,price_report,MISSING
CLSK,2014q2,price_report,MISSING
