ticker,fiscal_quarter,fiscal_date,net_income,total_assets,roa,roa_percent,log_assets,total_debt,leverage,cash,liquidity,stock_price,shares_outstanding,market_cap,shareholder_equity,pb_ratio,btc_price,log_btc_price,hashrate,log_hashrate
ABTS,2022q2,2022-06-30,-461037.0,45354620.0,-0.010165160682638284,-1.01651607,17.6300226036475,0.0,0.0,5800361.0,0.12788908825605858,15.0,2370312.0,35554680.0,45234097.0,0.7860150275576409,20702.23,9.937996702919657,214611394.16241816,19.18433948163684
ABTS,2022q1,2022-03-31,-461037.0,45354620.0,-0.010165160682638284,-1.01651607,17.6300226036475,0.0,0.0,5800361.0,0.12788908825605858,24.0,2370312.0,56887488.0,45234097.0,1.2576240440922253,46858.53,10.754888341531325,216984358.7631026,19.19533582947418
ABTS,2021q4,2021-12-31,-556476.0,7737112.0,-0.07192296040176231,-7.19229604,15.861539049321866,0.0,0.0,2507404.0,0.32407492614815453,42.9,1235239.0,52991753.1,6567016.0,8.069380842075,46408.87,10.745245883737981,143583516.00506175,18.782427416938297
ABTS,2021q3,2021-09-30,-556476.0,7737112.0,-0.07192296040176231,-7.19229604,15.861539049321866,0.0,0.0,2507404.0,0.32407492614815453,118.65,1235239.0,146561107.35,6567016.0,22.31776309818645,41011.16,10.621599503770025,122769122.38213871,18.625816095659847
ABTS,2021q2,2021-06-30,50151.0,3487548.0,0.014380017135248032,1.43800171,15.064709468457902,0.0,0.0,3487548.0,1.0,334.35,1289435.0,431122592.25,2382637.0,180.94346400647686,34456.67,10.447457871634283,89177797.47926754,18.306142659384605
ABTS,2021q1,2021-03-31,-1677049.0,3627303.0,-0.4623404772085486,-46.23404772,15.103999954891556,91565.0,0.025243273032332838,3627303.0,1.0,67.95,1079435.0,73347608.25,2306851.0,31.795555174564807,55783.71,10.929237170264072,164128360.68598944,18.91615936675834
ABTS,2020q4,2020-12-31,-387160.0,2192192.0,-0.17660861822322133,-17.66086182,14.60041251445503,382257.0,0.17437204405453538,19402.0,0.008850502145797448,20.7,1289435.0,26691304.5,91280.0,292.4113113496933,28856.59,10.270093668728663,153482070.38176647,18.84909431283874
ABTS,2020q3,2020-09-30,78398.0,2295657.0,0.0341505721455775,3.41505721,14.646529635017858,359549.0,0.1566213942239629,5249.0,0.0022864914052926895,20.25,1079435.0,21858558.75,400773.0,54.540996399458045,10840.8,9.291072073008504,149781337.3136051,18.82468703726483
ABTS,2020q2,2020-06-30,-84511.0,630563.0,-0.13402467318888042,-13.40246732,13.35436835009323,297219.0,0.4713549637387541,441749.0,0.7005628303595358,12.3,1079435.0,13277050.5,147999.0,89.71040682707316,9185.35,9.125365102530195,115344676.145677,18.56343538760194
ABTS,2020q1,2020-03-31,-147721.0,1495992.0,-0.09874451200273798,-9.8744512,14.218300089908679,296510.0,0.19820293156647897,8114.0,0.005423825795859871,11.25,1079435.0,12143643.75,156633.0,77.52928022830439,5885.41,8.680231685916738,101664512.290166,18.437188855090522
ABTS,2019q3,2019-09-30,224418.0,1741770.0,0.12884479581115763,12.88447958,14.370412395530616,301581.0,0.1731462822301452,38019.0,0.02182779586282919,27.15,1289435.0,35008160.25,345603.0,101.29588067811912,8193.9,9.011145253980601,100852756.01995,18.42917214990334
ABTS,2019q2,2019-06-30,-90131.0,45937.0,-1.9620567298691687,-196.20567299,10.735026171542216,7695939.0,167.53246838060824,45937.0,1.0,35.1,1870188.0,65643598.800000004,-9002134.0,,11132.85,9.31765547618065,64293187.5738079,17.978964236064808
ABTS,2019q1,2019-03-31,-53348.0,9146.0,-5.832932429477367,-583.29324295,9.121071904218,7695939.0,841.4540782855893,9146.0,1.0,63.75,898096.0,57253620.0,-8931544.0,,4048.51,8.306104191173755,46298790.8217788,17.650626402555144
ABTS,2018q4,2018-12-31,1078.0,303962.0,0.003546495943571894,0.35464959,12.624657972575207,7300143.0,24.016630368269716,303962.0,1.0,25.575,898096.0,22968805.2,-10377333.0,,3770.36,8.23492576659929,44676132.2352876,17.614949962511506
ABTS,2018q3,2018-09-30,-2929788.0,299737.0,-9.774529003759962,-977.45290038,12.610660702474716,7323439.0,24.43288282727858,129736.0,0.4328327834067866,61.5,910096.0,55970904.0,-10381558.0,,6628.66,8.799157951138728,54045018.5377396,17.80532793383802
ABTS,2018q2,2018-06-30,-2040028.0,2003975.0,-1.0179907433974975,-101.79907434,14.510643266059178,6483493.0,3.2353163088361883,449226.0,0.22416746715902144,146.925,895429.0,131560905.825,-7620791.0,,5878.14,8.67899566432027,38112980.7562709,17.45606548433542
ABTS,2018q1,2018-03-31,-1746315.0,1385989.0,-1.2599775322892173,-125.99775323,14.141924522192555,5587774.0,4.031614969527175,53677.0,0.03872830159546721,228.75,893429.0,204371883.75,-6887502.0,,7950.61,8.981003934264564,26162835.2122593,17.07985045835414
ABTS,2017q4,2017-12-31,-1879283.0,882260.0,-2.130078434928479,-213.00784349,13.690242076128989,3579270.0,4.056933330310793,253761.0,0.28762609661551014,288.75,893429.0,257977623.75,-4927563.0,,12612.54,9.442446836113723,15177350.2495293,16.53531475932822
ABTS,2017q3,2017-09-30,-2826592.0,1360468.0,-2.0776615105978236,-207.76615106,14.123339316164396,2457919.0,1.8066716747472193,18494.0,0.013593851527562574,201.0,893575.0,179608575.0,-2958970.0,,4164.27,8.334296269131299,7569349.3884371,15.839617675674761
ABTS,2017q2,2017-06-30,-2013710.0,2475396.0,-0.8134900436132239,-81.34900436,14.721910941186293,985668.0,0.3981859872117431,401805.0,0.16231948342810604,239.25,893429.0,213752888.25,-164399.0,,2541.69,7.840584493093233,5448313.58083809,15.510816684046022
ABTS,2017q1,2017-03-31,-6050445.0,3074495.0,-1.967947581635358,-196.79475816,14.938651218093643,125619.0,0.04085841739862969,859890.0,0.2796849563912122,217.5,893280.0,194288400.0,1844225.0,105.34961840339437,1039.77,6.946754813831147,4073274.03319987,15.219957664799406
ABTS,2016q4,2016-12-31,-2803003.0,8577716.0,-0.32677731461382026,-32.67773146,15.964678235560312,131154.0,0.01529008421355988,3011186.0,0.3510475282697632,238.5,870637.0,207646924.5,5617711.0,36.962906155193814,930.34,6.8355501107329,2589949.6705277,14.767149001258225
ABTS,2016q3,2016-09-30,-4431641.0,5934603.0,-0.7467459912651276,-74.67459913,15.596310692465918,2552565.0,0.4301155443759254,76580.0,0.012903980266245273,397.5,850918.0,338239905.0,-10162.0,,606.79,6.408182767444053,2026558.28894994,14.521849487997287
ABTS,2016q2,2016-06-30,-3852653.0,8252359.0,-0.46685475025989537,-46.68547503,15.926009656831926,2839158.0,0.34404198847868833,96587.0,0.011704168468676654,307.5,1131614.0,347971305.0,4452325.0,78.15496510250263,630.19,6.4460213612188575,1530560.02931465,14.24114425862696
ABTS,2016q1,2016-03-31,-2725462.0,10100217.0,-0.26984192517843925,-26.98419252,16.1280674667292,1268518.0,0.12559314319682438,123529.0,0.012230331288921812,300.0,1182948.0,354884400.0,8326578.0,42.62067802643535,413.74,6.025237757214903,1028361.53707217,13.84347735292782
ABTS,2015q4,2015-12-31,-2804228.0,11595646.0,-0.24183456445634852,-24.18345645,16.266140240789504,2205299.0,0.19018336710175526,1249611.0,0.10776553544321722,375.0,1431113.0,536667375.0,2806301.0,191.2365690636892,433.23,6.071268764806583,803647.041574125,13.59691544875381
ABTS,2015q3,2015-09-30,-2110007.0,13074206.0,-0.16138700889369495,-16.13870089,16.38615183949389,1462525.0,0.11186338963911079,2398713.0,0.18346911468275778,438.75,1367232.0,599873040.0,5505091.0,108.96696167238652,239.14,5.477049154491434,510276.701353941,13.142708409246957
ABTS,2015q2,2015-06-30,-1916140.0,12122935.0,-0.15805908387696543,-15.80590839,16.3106096710052,9583503.0,0.7905266340205569,2722177.0,0.22454768585330204,461.25,1322000.0,609772500.0,-8373915.0,,248.57,5.51572449601031,336442.885099528,12.726183681415684
ABTS,2015q1,2015-03-31,-1160237.0,9288635.0,-0.12490931121741784,-12.49093112,16.044302167809285,7635412.0,0.8220165826302789,693419.0,0.07465241125310662,427.5,1322000.0,565155000.0,-6542777.0,,252.96,5.533231373461162,350673.640380369,12.7676112704302
ABTS,2014q4,2014-12-31,-987261.0,2323402.0,-0.4249204399410864,-42.49204399,14.658543048868578,6570863.0,2.828121435722273,1064561.0,0.45819061875646144,412.5,1322000.0,545325000.0,-5431935.0,,311.0,5.739792912179234,313142.288941348,12.654412963480965
ABTS,2014q3,2014-09-30,-3620676.0,2860510.0,-1.265744919612237,-126.57449196,14.866510488576937,6151932.0,2.150641668793327,1770196.0,0.6188392978874396,438.75,1322000.0,580027500.0,-4587023.0,,373.87,5.923908143406992,261900.381921106,12.475719488765478
ABTS,2014q2,2014-06-30,-803689.0,4872365.0,-0.1649484387971755,-16.49484388,15.399090003463858,4913642.0,1.0084716559617353,1797762.0,0.36897112593165743,386.25,1322000.0,510622500.0,-1175062.0,,599.99,6.396912988410589,104506.281189491,11.557002455657114
ABTS,2014q1,2014-03-31,-366977.0,4064293.0,-0.09029294885974018,-9.02929489,15.217750362098323,3334122.0,0.8203448914731295,978475.0,0.2407491290613152,,1322000.0,,-370614.0,,490.0,6.194405391104672,37084.9660932176,10.520966939871133
ARLP,2025q3,2025-09-30,95104000.0,2908341000.0,0.032700429557606894,3.27004296,21.79084865246647,38429000.0,0.013213374910301097,94481000000.0,32.48621808790647,24.6782,128428000.0,3169371869.6,2086665000.0,1.5188695212695857,109688.85,11.60540300025889,1167521713.2756777,20.878149145429184
ARLP,2025q2,2025-06-30,133319017.0,2869446000.0,0.04646158770717414,4.64615877,21.777384816726105,37072000.0,0.012919567052316021,55004000.0,0.01916885698493716,24.9306,128347131.0,3199770984.1085997,2047340000.0,1.5628918421505953,107110.33,11.581614703698753,911172262.800523,20.630242529335998
ARLP,2025q1,2025-03-31,73983000.0,2902735000.0,0.025487342110113394,2.54873421,21.788919232944473,37152000.0,0.012798963735924913,81313000.0,0.028012546787770844,25.3309,128265338.0,3249076450.3442,2078389000.0,1.5632667659154278,87187.77,11.375819347767221,870857131.0489082,20.584988492716118
ARLP,2024q4,2024-12-31,16330000.0,2915730000.0,0.005600655753447679,0.56006558,21.793386054213272,486798000.0,0.16695578808737435,136962000.0,0.046973485199246844,23.7861,128061981.0,3046095086.2641,1832747000.0,1.6620379606481965,93536.42,11.446106158150634,867710155.9849901,20.581368295184088
ARLP,2024q3,2024-09-30,86281000.0,3032173000.0,0.0284551705987752,2.84551706,21.83254536114628,492429000.0,0.16240135374861528,195429000.0,0.06445179744031755,22.0434,128061981.0,2822921471.9754,1903354000.0,1.4831300283475382,65888.5,11.095719198433983,681164035.1378452,20.339313709025863
ARLP,2024q2,2024-06-30,100187000.0,3052946000.0,0.0328164992109261,3.28164992,21.839372863022255,498131000.0,0.16316403893157624,203703000.0,0.06672342059112739,20.9193,128061981.0,2678966999.1333,1911114000.0,1.4017829387118192,60315.67,11.007347216285627,653044616.4527341,20.297156010255385
ARLP,2024q1,2024-03-31,158057000.0,2965787000.0,0.05329344285344834,5.32934429,21.81040826419265,444725000.0,0.14995176659685944,133957000.0,0.04516743785039182,16.6299,127670897.0,2123154250.0203,1897780000.0,1.1187567842533381,70754.69,11.166974103061065,595046224.9834774,20.204149649540128
ARLP,2023q4,2023-12-31,115444000.0,2788426000.0,0.0414011345468734,4.14011345,21.748743115876756,350820000.0,0.1258129138087222,59813000.0,0.02145045269266604,16.9684,127125437.0,2157115265.1907997,1834502000.0,1.1758587699499916,43470.76,10.679843807151837,433112839.72926086,19.886508851853154
ARLP,2023q3,2023-09-30,153699000.0,2814041000.0,0.054618607191579654,5.46186072,21.757887365539574,374169000.0,0.13296501365829425,197243000.0,0.07009244001775383,17.5049,127125437.0,2225318062.1412997,1852928000.0,1.200973843636288,26212.82,10.17400388305173,445792739.99081457,19.915364693433087
ARLP,2023q2,2023-06-30,169790000.0,2787943000.0,0.06090153206145176,6.09015321,21.74856988487242,431843000.0,0.15489663884806826,284899000.0,0.1021896789138085,13.8659,127183439.0,1763512846.8301,1786757000.0,0.9869908705157445,30266.7,10.317803377242255,364329624.47866035,19.713569577581897
ARLP,2023q1,2023-03-31,191185000.0,2787749000.0,0.06858042097764182,6.8580421,21.748500297097458,472307000.0,0.16942235473853637,271250000.0,0.09730072542398903,14.6143,127289340.0,1860244601.562,1681449000.0,1.1063342400286895,28033.06,10.24113980694813,328332326.2625294,19.609536843242825
ARLP,2022q4,2022-12-31,214453000.0,2728021000.0,0.07861119837420606,7.86111984,21.72684227484521,434305000.0,0.1592014870853267,296023000.0,0.10851199459241699,14.261,127195219.0,1813931018.159,1614971000.0,1.1231972698946295,16539.28,9.713493436795847,247871972.40675086,19.328422930535996
ARLP,2022q3,2022-09-30,167708000.0,2504381000.0,0.06696584904613156,6.6965849,21.64130743515915,441447000.0,0.1762699046191454,278471000.0,0.11119354443273607,15.7431,127195320.0,2002448642.292,1456836000.0,1.3745189179097717,19104.89,9.857699602209362,234283743.87934902,19.272043519420766
ARLP,2022q2,2022-06-30,163528000.0,2333191000.0,0.07008770392136777,7.00877039,21.57050269547304,443795000.0,0.19020945991991225,106089000.0,0.04546948792447768,12.3121,127195280.0,1566041006.888,1341088000.0,1.1677391840714406,20702.23,9.937996702919657,214611394.16241816,19.18433948163684
ARLP,2022q1,2022-03-31,38083000.0,2225547000.0,0.017111748257844027,1.71117483,21.52326856504688,447746000.0,0.20118469751481322,128191000.0,0.057599772100971135,10.2345,127195573.0,1301783091.8685,1222286000.0,1.0650396812763134,46858.53,10.754888341531325,216984358.7631026,19.19533582947418
ARLP,2021q4,2021-12-31,51826000.0,2159406000.0,0.024000118551120077,2.40001186,21.493099020823053,450657000.0,0.20869489109505113,122403000.0,0.05668364355753388,8.2311,127195219.0,1046956567.1108999,1226069000.0,0.8539132521178661,46408.87,10.745245883737981,143583516.00506175,18.782427416938297
ARLP,2021q3,2021-09-30,57548000.0,2148975000.0,0.026779278493235147,2.67792785,21.488256821221295,458032000.0,0.21313975267278587,104611000.0,0.048679486732046674,6.9587,127195310.0,885114003.697,1170693000.0,0.7560598753874842,41011.16,10.621599503770025,122769122.38213871,18.625816095659847
ARLP,2021q2,2021-06-30,44035000.0,2115513000.0,0.020815282156148415,2.08152822,21.472563173224874,498883000.0,0.23582128779166092,37749000.0,0.017843898855738536,4.5567,127195367.0,579591128.8089,1123299000.0,0.5159722645608159,34456.67,10.447457871634283,89177797.47926754,18.306142659384605
ARLP,2021q1,2021-03-31,24748000.0,2151180000.0,0.01150438364060655,1.15043836,21.48928236573923,557837000.0,0.2593167470876449,34443000.0,0.016011212450840934,3.604,127195734.0,458413425.336,1088593000.0,0.4211063504321634,55783.71,10.929237170264072,164128360.68598944,18.91615936675834
ARLP,2020q4,2020-12-31,35028000.0,2166016000.0,0.016171625694362368,1.61716257,21.4961553723862,609776000.0,0.2815196194303274,55574000.0,0.02565724352913367,2.7838,127195546.0,354086960.95479995,1060891000.0,0.33376375231272576,28856.59,10.270093668728663,153482070.38176647,18.84909431283874
ARLP,2020q3,2020-09-30,27199000.0,2231340000.0,0.012189536332428048,1.21895363,21.5258681388132,678140000.0,0.3039160325185763,34135000.0,0.015297982378301827,1.7212,127195748.0,218929321.4576,1041354000.0,0.21023525281278027,10840.8,9.291072073008504,149781337.3136051,18.82468703726483
ARLP,2020q2,2020-06-30,-46664000.0,2285628000.0,-0.02041627071421946,-2.04162707,21.54990665941833,778814000.0,0.34074398808555023,35106000.0,0.015359454819419433,2.0257,127195265.0,257659448.3105,1011666000.0,0.25468825512619775,9185.35,9.125365102530195,115344676.145677,18.56343538760194
ARLP,2020q1,2020-03-31,-144783000.0,2396421000.0,-0.060416345875787265,-6.04163459,21.597242211280363,828068000.0,0.34554362526450905,29623000.0,0.012361350530645491,1.9263,127072409.0,244779581.4567,1055781000.0,0.23184692796773193,5885.41,8.680231685916738,101664512.290166,18.437188855090522
ARLP,2019q4,2019-12-31,25832000.0,2586694000.0,0.009986492410776072,0.99864924,21.673646449427906,809510000.0,0.31295158994453925,36482000.0,0.014103716945259083,6.436,127538214.0,820835945.304,1253489000.0,0.6548409641440811,7301.07,8.895776191737832,99770100.8933494,18.41837910614857
ARLP,2019q3,2019-09-30,39084000.0,2627089000.0,0.014877303357442402,1.48773034,21.689142226025307,759734000.0,0.28919233417672563,31817000.0,0.012111123757131944,9.1185,128391544.0,1170738293.964,1339267000.0,0.8741634744707366,8193.9,9.011145253980601,100852756.01995,18.42917214990334
ARLP,2019q2,2019-06-30,58070000.0,2502721000.0,0.0232027461311109,2.32027461,21.640644376942713,606408000.0,0.24229948124461337,55215000.0,0.02206198773255189,9.3637,128391387.0,1202218430.4519,1367389000.0,0.8792073290423573,11132.85,9.31765547618065,64293187.5738079,17.978964236064808
ARLP,2019q1,2019-03-31,276428000.0,2485130000.0,0.11123281277035808,11.12328128,21.63359080900998,577120000.0,0.23222929987566043,30192000.0,0.01214906262449047,10.9144,128149807.0,1398678253.5208,1375905000.0,1.0165514723188012,4048.51,8.306104191173755,46298790.8217788,17.650626402555144
ARLP,2018q4,2018-12-31,49800000.0,2394748000.0,0.02079550750225076,2.07955075,21.59654384306668,713321000.0,0.29786891981953845,244150000.0,0.10195227222237997,9.0442,129771310.0,1173677681.902,1182397000.0,0.9926257271474809,3770.36,8.23492576659929,44676132.2352876,17.614949962511506
ARLP,2018q3,2018-09-30,73733000.0,2217373000.0,0.03325241175030092,3.32524118,21.519588998805556,452791000.0,0.2042015484088604,38355000.0,0.01729749573030789,10.3592,131169584.0,1358811954.5728,1244956000.0,1.0914537980240264,6628.66,8.799157951138728,54045018.5377396,17.80532793383802
ARLP,2018q2,2018-06-30,86190000.0,2265834000.0,0.038038973728878635,3.80389737,21.541208740028566,520668000.0,0.22979088494567562,51225000.0,0.02260756966309094,9.078,131280099.0,1191760738.722,1250104000.0,0.9533292739820046,5878.14,8.67899566432027,38112980.7562709,17.45606548433542
ARLP,2018q1,2018-03-31,151529000.0,2243414000.0,0.06754393081259188,6.75439308,21.531264649683695,506285000.0,0.22567613467688086,28764000.0,0.012821530043050458,8.4882,130819263.0,1110420068.1966002,1235632000.0,0.8986656773186517,7950.61,8.981003934264564,26162835.2122593,17.07985045835414
ARLP,2017q4,2017-12-31,72523000.0,2219371000.0,0.03267727657971561,3.26772766,21.520489659350794,574041000.0,0.25865031128189025,6756000.0,0.0030441057398695394,9.2276,130704336.0,1206087330.8736,1146138000.0,1.0523055084759427,12612.54,9.442446836113723,15177350.2495293,16.53531475932822
ARLP,2017q3,2017-09-30,59534000.0,2206652000.0,0.026979333397382097,2.69793334,21.51474227167945,578027000.0,0.2619475114336107,18393000.0,0.008335251775087326,8.832,114238016.0,1008950157.312,1150153000.0,0.8772312529828641,4164.27,8.334296269131299,7569349.3884371,15.839617675674761
ARLP,2017q2,2017-06-30,61523000.0,2177418000.0,0.028255024988311846,2.8255025,21.501405608117334,560951000.0,0.25762210103893696,39457000.0,0.01812100386788389,8.406,74597113.0,627063331.878,1153833000.0,0.5434610830839471,2541.69,7.840584493093233,5448313.58083809,15.510816684046022
ARLP,2017q1,2017-03-31,82325000.0,2204316000.0,0.037347186156612755,3.73471862,21.51368309364035,624516000.0,0.2833150963836401,87360000.0,0.03963134142291758,9.4474,74503341.0,703862863.7634,1140606000.0,0.6170955297126264,1039.77,6.946754813831147,4073274.03319987,15.219957664799406
ARLP,2016q4,2016-12-31,96899000.0,2193042000.0,0.04418474429582288,4.41847443,21.508555458045553,662056000.0,0.30188933910066473,39782000.0,0.01814009946001946,9.6155,74375039.0,715153187.5045,1087874000.0,0.6573860460903561,930.34,6.8355501107329,2589949.6705277,14.767149001258225
ARLP,2016q3,2016-09-30,67348000.0,2244275000.0,0.030008800169319713,3.00088002,21.531648366117953,773515000.0,0.34466141627028773,21372000.0,0.009522897149413508,9.3255,74375026.0,693584304.9629999,1020607000.0,0.6795801958667733,606.79,6.408182767444053,2026558.28894994,14.521849487997287
ARLP,2016q2,2016-06-30,60623000.0,2367856000.0,0.025602485961984174,2.5602486,21.585250741308307,957615000.0,0.4044228196309235,50372000.0,0.02127325310322925,6.4798,74375105.0,481935805.379,1290542000.0,0.3734367462500252,630.19,6.4460213612188575,1530560.02931465,14.24114425862696
ARLP,2016q1,2016-03-31,26713000.0,2368502000.0,0.011278436750317289,1.12784368,21.585523524744023,980215000.0,0.4138544109314664,29988000.0,0.012661167269438658,4.6508,74291308.0,345514015.2464,1258251000.0,0.2745986414844097,413.74,6.025237757214903,1028361.53707217,13.84347735292782
ARLP,2015q4,2015-12-31,-13652000.0,2363130000.0,-0.005777083782948886,-0.57770838,21.583252848449604,919264000.0,0.38900272096753036,33431000.0,0.014146915319935848,5.1328,74188797.0,380796257.2416,1280218000.0,0.29744641712708303,433.23,6.071268764806583,803647.041574125,13.59691544875381
ARLP,2015q3,2015-09-30,45188000.0,2505393000.0,0.018036292110658887,1.80362921,21.641711445405427,968983000.0,0.3867588837360047,35936000.0,0.014343458291772988,8.2107,74188877.0,609142612.3838999,1340572000.0,0.4543900755676681,239.14,5.477049154491434,510276.701353941,13.142708409246957
ARLP,2015q2,2015-06-30,56338000.0,2329929000.0,0.02418013596122457,2.4180136,21.569103631956732,873012000.0,0.3746946795374451,43279000.0,0.018575244138340698,8.9497,74188786.0,663967378.0642,1342072000.0,0.4947330531180146,248.57,5.51572449601031,336442.885099528,12.726183681415684
ARLP,2015q1,2015-03-31,68413000.0,2330926000.0,0.02935013809962221,2.93501381,21.569531450464368,861586000.0,0.369632497985779,26395000.0,0.011323825809999974,11.748,74130459.0,870884632.3319999,1331350000.0,0.6541365022961655,252.96,5.533231373461162,350673.640380369,12.7676112704302
ARLP,2014q4,2014-12-31,87475000.0,2285059000.0,0.03828128726654323,3.82812873,21.549657681528164,838179000.0,0.3668084719037889,24601000.0,0.010766023984501057,14.8732,74060684.0,1101519365.2688,1310517000.0,0.8405227595436,311.0,5.739792912179234,313142.288941348,12.654412963480965
ARLP,2014q3,2014-09-30,83326000.0,2173602000.0,0.038335445035475674,3.8335445,21.49965153620849,774810000.0,0.3564636028122904,14829000.0,0.006822316136992881,14.6021,74060643.0,1081440915.1503,1266269000.0,0.8540372662919964,373.87,5.923908143406992,261900.381921106,12.475719488765478
ARLP,2014q2,2014-06-30,101257000.0,2135993000.0,0.04740511790066728,4.74051179,21.482197480885432,799439000.0,0.37427042129819715,19435000.0,0.009098812589741634,15.6937,74060664.0,1162285842.6168,1225554000.0,0.9483758713339437,599.99,6.396912988410589,104506.281189491,11.557002455657114
ARLP,2014q1,2014-03-31,81269000.0,2135958000.0,0.03804803277967076,3.80480328,21.482181094929693,851065000.0,0.39844650503427503,14396000.0,0.006739832899336036,13.9695,73994928.0,1033672146.696,1165621000.0,0.8867995229118212,490.0,6.194405391104672,37084.9660932176,10.520966939871133
ARLP,2013q4,2013-12-31,68407000.0,2121898000.0,0.032238590167859155,3.22385902,21.475576808122398,886423000.0,0.41775005207601873,93654000.0,0.04413690007719504,12.5968,73926180.0,931233304.224,1128519000.0,0.8251817685160817,723.98,6.584763767694766,9627.45771349828,9.17237447341749
ARLP,2013q3,2013-09-30,55370000.0,2046648000.0,0.027053992674851757,2.70539927,21.439469169874588,786727000.0,0.3843978055825916,18871000.0,0.009220442401429068,11.942,73926121.0,882825736.982,1100541000.0,0.8021743278823779,124.65,4.825509809969567,1302.02028851433,7.171672405223398
ARLP,2013q2,2013-06-30,72484000.0,2020063000.0,0.0358820492232173,3.58820492,21.426394535991996,797029000.0,0.3945565064059883,8794000.0,0.00435332957437466,11.2044,73926151.0,828298166.2644,1085185000.0,0.7632783039430143,104.0,4.6443908991413725,159.585717364126,5.07258119081151
ARLP,2013q1,2013-03-31,72166000.0,1999538000.0,0.03609133709886984,3.60913371,21.416181990821748,805329000.0,0.40275753699104494,28677000.0,0.014341812958793481,9.9411,73838062.0,734031558.1482,1051624000.0,0.6979981040259637,92.5,4.52720864451838,52.2576587944602,3.9561864599014327
ARLP,2012q4,2012-12-31,68889000.0,1955972000.0,0.035219829322710144,3.52198293,21.394153093528153,810613000.0,0.4144297566631833,28283000.0,0.014459818443208799,8.905,73749931.0,656743135.555,1020823000.0,0.6433467266656413,13.65,2.613739521630969,19.8478843099254,2.9880974175698825
ARLP,2012q3,2012-09-30,32716000.0,1866269000.0,0.017530163122250864,1.75301631,21.34720708760979,730884000.0,0.3916284308424991,2061000.0,0.0011043424072306833,9.0412,73749963.0,666788165.4756,989293000.0,0.6740047341642972,12.46,2.522523513359307,23.3498602916702,3.1505910008708913
ARLP,2012q2,2012-06-30,67390000.0,1858853000.0,0.03625353914483824,3.62535391,21.34322546778776,729152000.0,0.39225909741114545,11364000.0,0.006113447378571625,8.3172,73749976.0,613393300.3872,993747000.0,0.6172529832917232,6.58,1.884034745337226,11.5867920407863,2.4498658322217164
