ticker,quarter,roa,log_assets,leverage,liquidity,pb_ratio,log_btc_price,log_hashrate
ABTS,2021q1,-0.4623404772085486,15.103999954891556,0.025243273032332838,1.0,12.283051116001857,10.929237170264072,18.91615936675834
ABTS,2020q4,-0.17660861822322133,14.60041251445503,0.17437204405453538,0.008850502145797448,235.20040260736195,10.270093668728663,18.84909431283874
ABTS,2020q3,0.0341505721455775,14.646529635017858,0.1566213942239629,0.0022864914052926895,35.95665688556864,9.291072073008504,18.82468703726483
ABTS,2020q2,-0.13402467318888042,13.35436835009323,0.4713549637387541,0.7005628303595358,74.39399590537774,9.125365102530195,18.56343538760194
ABTS,2020q1,-0.09874451200273798,14.218300089908679,0.19820293156647897,0.005423825795859871,195.37378617532704,8.680231685916738,18.437188855090522
ABTS,2019q3,0.12884479581115763,14.370412395530616,0.1731462822301452,0.02182779586282919,111.92914992057361,9.011145253980601,18.42917214990334
ABTS,2019q2,-1.9620567298691687,10.735026171542216,167.53246838060824,1.0,-3.614839681346667,9.31765547618065,17.978964236064808
ABTS,2019q1,-5.832932429477367,9.121071904218,841.4540782855893,1.0,-3.9969926812206267,8.306104191173755,17.650626402555144
ABTS,2018q4,0.003546495943571894,12.624657972575207,24.016630368269716,1.0,-3.6608115784662587,8.23492576659929,17.614949962511506
ABTS,2018q3,-9.774529003759962,12.610660702474716,24.43288282727858,0.4328327834067866,-11.505989756065516,8.799157951138728,17.80532793383802
ABTS,2018q2,-1.0179907433974975,14.510643266059178,3.2353163088361883,0.22416746715902144,-25.4677284483986,8.67899566432027,17.45606548433542
ABTS,2018q1,-1.2599775322892173,14.141924522192555,4.031614969527175,0.03872830159546721,-34.050823143136654,8.981003934264564,17.07985045835414
ABTS,2017q4,-2.130078434928479,13.690242076128989,4.056933330310793,0.28762609661551014,-32.88511000315978,9.442446836113723,16.53531475932822
ABTS,2017q3,-2.0776615105978236,14.123339316164396,1.8066716747472193,0.013593851527562574,-73.15672134222382,8.334296269131299,15.839617675674761
ABTS,2017q2,-0.8134900436132239,14.721910941186293,0.3981859872117431,0.16231948342810604,-994.5164325817067,7.840584493093233,15.510816684046022
ABTS,2017q1,-1.967947581635358,14.938651218093643,0.04085841739862969,0.2796849563912122,115.15803115129661,6.946754813831147,15.219957664799406
ABTS,2016q4,-0.32677731461382026,15.964678235560312,0.01529008421355988,0.3510475282697632,60.442488052518186,6.8355501107329,14.767149001258225
ABTS,2016q3,-0.7467459912651276,15.596310692465918,0.4301155443759254,0.012903980266245273,-41762.975054123206,6.408182767444053,14.521849487997287
ABTS,2016q2,-0.46685475025989537,15.926009656831926,0.34404198847868833,0.011704168468676654,77.2018557719843,6.4460213612188575,14.24114425862696
